Name,Sale Price,Category,URL,Author,ISBN10,Pages,Publisher,Language,Dimensions,Rating
The Dark Tower I : The Gunslinger,$14.92,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy > Best seller ranking: > # > 12950 >  > in > Books > # > 643 >  > in > Books > ARCHIVE > # > 62 >  > in > Books > ARCHIVE > Literature & Fiction,http://www.walmart.com/ip/50721445,Stephen King,1143513,288,Scribner,,8.38 x 139.70 x 17.78 Inches (US),5
HOPE TO DIE,$10.62,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 1660 >  > in > Books > # > 113 >  > in > Books > Literature & Fiction > # > 22 >  > in > Books > Literature & Fiction > General",http://www.walmart.com/ip/45142004,James Patterson,5515838,416,VisionGrand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),4
Bed of Roses,$7.58,Books > Literature & Fiction > Fiction > Romance > Contemporary,http://www.walmart.com/ip/12424253,"Roberts, Nora",4133644,481,Christian Large Print,English,9.00 x 6.00 x 0.75 Inches,
Test of the Twins,$7.81,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,http://www.walmart.com/ip/1056922,"Weis, MargaretHickman, Tracy",6918067,330,Wizards of the Coast,English,7.00 x 4.25 x 1.25 Inches,
The Cat Sitter and the Canary,$15.07,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy",http://www.walmart.com/ip/52577767,John ClementBlaize Clement,0051170,304,St. Martin's PressMinotaur Books,English,213.61 x 5.76 x 26.29 Millimeters,
Off the Grid,$8.49,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",http://www.walmart.com/ip/54980161,C. J. Box,9185482,400,Penguin Publishing GroupG.P. Putnam's Sons,English,7.56 x 4.25 x 1.00 Inches (US),
Death Is a Lonely Business,$11.34,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General",http://www.walmart.com/ip/623209,"Bradbury, Ray",0789652,240,HarperCollins,English,8.50 x 5.25 x 0.75 Inches,
HEARTBREAK HOTEL: AN ALEX DELAWARE NOVEL,$9.40,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",http://www.walmart.com/ip/713964469,"KELLERMAN, JONATHAN",0345541456,416,Random House,English,7.60 x 4.20 x 1.00 Inches (US),
Great Expectations,$5.41,Books > Literature & Fiction > Fiction > Classics,http://www.walmart.com/ip/10181307,Charles Dickens,1531180,528,SignetPenguin Publishing Group,English,,
Shadow Prey,$8.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime > Best seller ranking: > # > 9716 >  > in > Books > # > 893 >  > in > Books > Literature & Fiction > # > 126 >  > in > Books > Literature & Fiction > Mystery & Suspense",http://www.walmart.com/ip/4055362,John Sandford,5208846,480,Penguin Publishing GroupG.P. Putnam's Sons,English,7.50 x 4.13 x 1.00 Inches (US),
RUSHING WATERS: A NOVEL,$8.76,Books > Literature & Fiction > Fiction > Contemporary Women,http://www.walmart.com/ip/133411400,"STEEL, DANIELLE",042528543X,384,Random House,English,7.50 x 4.75 x 1.00 Inches,
Doctor Who,$20.16,Books > Literature & Fiction > Fiction > Media Tie-Ins,http://www.walmart.com/ip/39791043,"Ness, PatrickSedgwick, MarcusScott, MichaelColfer, EoinReeve, Philip",0141359714,592,Diamond Comic Distributors,English,6.50 x 4.75 x 3.50 Inches,
Dreamfever,$7.19,Books > Literature & Fiction > Fiction > Romance > General > Best seller ranking: > # > 18684 >  > in > Books > # > 521 >  > in > Books > Romance > # > 97 >  > in > Books > Romance > General,http://www.walmart.com/ip/13223006,"Moning, Karen Marie",0244408,498,Random House,English,7.25 x 4.25 x 1.25 Inches,4.6
The Sword of Shannara,$9.43,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,http://www.walmart.com/ip/470529,"Brooks, Terry",5314254,726,Random House,English,7.00 x 4.50 x 1.75 Inches,5
Gameboard of the Gods : Age of X,$7.95,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,http://www.walmart.com/ip/33434636,Richelle Mead,045146799X,496,BerkleyPenguin Publishing Group,English,6.77 x 4.14 x 1.38 Inches (US),
Foundation's Edge,$7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,http://www.walmart.com/ip/405054,"Asimov, Isaac",329338X,480,Random House,English,6.75 x 4.00 x 1.00 Inches,
An Echo of Things to Come,$19.89,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,http://www.walmart.com/ip/55747334,James Islington,0316274119,752,Orbit,English,9.50 x 6.50 x 2.25 Inches (US),
"GUILTY, THE",$8.52,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",http://www.walmart.com/ip/52288037,David Baldacci,5586406,576,VisionGrand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),
The Copper Scroll,$13.37,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Political",http://www.walmart.com/ip/5242467,Joel C. Rosenberg,4303477,384,"Tyndale House Publishers, Inc.",English,8.10 x 5.40 x 1.00 Inches (US),
The Wife Between Us,$21.28,Books > Women's History Month Books > Women's History Month Fiction,http://www.walmart.com/ip/56088924,Sarah PekkanenGreer Hendricks,1250130921,352,St. Martin's Press,English,9.25 x 155.57 x 33.27 Inches (US),5
Shadow Reaper,$5.39,Books > Literature & Fiction > Fiction > Romance > Paranormal,http://www.walmart.com/ip/55186530,Christine Feehan,9583959,400,BerkleyPenguin Publishing Group,English,6.75 x 4.20 x 1.07 Inches (US),
DEEPLY ODD,$8.44,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 3254 >  > in > Books > # > 249 >  > in > Books > Literature & Fiction > # > 8 >  > in > Books > Literature & Fiction > Horror",http://www.walmart.com/ip/32164371,KOONTZ DEAN,3593081,464,Random House,English,7.00 x 4.00 x 1.00 Inches,
92 PACIFIC BOULEVARD,$13.20,Books > Literature & Fiction > Fiction > Romance > Contemporary,http://www.walmart.com/ip/27624001,"MACOMBER, DEBBIE",0778315959,368,"Harlequin Enterprises, Limited",English,,
ONE SECOND AFTER,$9.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 1195 >  > in > Books > # > 74 >  > in > Books > Literature & Fiction > # > 11 >  > in > Books > Literature & Fiction > General",http://www.walmart.com/ip/14095869,William R. Forstchen,5356865,528,Tom Doherty AssociatesForge Books,English,7.50 x 106.68 x 26.92 Inches (US),5
PRIVATE BERLIN,$8.19,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 8628 >  > in > Books > # > 785 >  > in > Books > Literature & Fiction > # > 112 >  > in > Books > Literature & Fiction > Mystery & Suspense",http://www.walmart.com/ip/28317234,Mark SullivanJames Patterson,5515948,448,Grand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),
Justice Ascending,$7.99,Books > Literature & Fiction > Fiction > Romance > Suspense,http://www.walmart.com/ip/52566159,"Zanetti, Rebecca",0137980,343,Kensington Pub Corp,English,6.50 x 4.00 x 1.00 Inches,
Animal 3 : Revelations,$13.25,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",http://www.walmart.com/ip/38178724,K'wan,6399936,240,Cash Money Content,English,8.25 x 5.31 x 15.24 Inches (US),
Golden Moments (Paperback),$15.18,Books > Literature & Fiction > Fiction > General,http://www.walmart.com/ip/523749041,"Steel, Danielle",0751541397,,"Little, Brown Book Group",,,
MERCILESS,$9.40,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",http://www.walmart.com/ip/55970633,"BURTON, MARY",0786041110,432,Kensington Pub Corp,English,7.75 x 4.00 x 1.50 Inches,
The Robots of Dawn,$7.70,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,http://www.walmart.com/ip/404929,"Asimov, Isaac",3299491,448,Random House,English,6.75 x 4.00 x 1.25 Inches,
Bakemonogatari: Monster Tale,$11.94,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,http://www.walmart.com/ip/53717004,"NisioisinVofanRansom, Ko",2993884,234,Random House Inc,,5.50 x 7.50 x 0.50 Inches,
One Perfect Lie,$13.58,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",http://www.walmart.com/ip/461714186,Lisa Scottoline,1250099579,400,St. Martin's PressSt. Martin's Griffin,English,8.25 x 139.70 x 1.00 Inches (US),
Plum Lucky,$5.24,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 9217 >  > in > Books > # > 839 >  > in > Books > Literature & Fiction > # > 159 >  > in > Books > Literature & Fiction > General",http://www.walmart.com/ip/10090671,"Evanovich, Janet",2377641,250,St Martins Pr,English,7.00 x 4.25 x 0.75 Inches,
Girl Last Seen,$11.61,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",http://www.walmart.com/ip/55565065,Nina Laurin,145556902X,352,Grand Central Publishing,English,8.12 x 5.25 x 1.00 Inches (US),
Silent Prey,$8.98,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime > Best seller ranking: > # > 19302 >  > in > Books > # > 223 >  > in > Books > Mystery & Suspense > # > 25 >  > in > Books > Mystery & Suspense > Suspense",http://www.walmart.com/ip/10178343,John Sandford,522446X,416,Penguin Publishing GroupG.P. Putnam's Sons,English,,
Fifty Shades of Grey (Movie Tie-In Edition): Book One of the Fifty Shades Trilogy,$14.89,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 3681 >  > in > Books > # > 284 >  > in > Books > Literature & Fiction > # > 17 >  > in > Books > Literature & Fiction > Movie & TV Tie-Ins,http://www.walmart.com/ip/40569543,"JAMES, E L",4172070,528,Random House Inc,English,8.00 x 5.10 x 0.90 Inches,5
Chopping Spree,$7.97,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",http://www.walmart.com/ip/2013261,"Davidson, Diane Mott",3578351,351,Random House,English,6.75 x 4.00 x 1.00 Inches,
The Umbrella Conspiracy,$8.99,Books > Literature & Fiction > Fiction > Horror,http://www.walmart.com/ip/20859836,"Perry, S. D.",1161773,281,Random House,English,7.00 x 4.00 x 1.00 Inches,
Nobody but You - Exclusive Walmart Edition,$4.87,Books > Literature & Fiction > Fiction > Romance > Contemporary,http://www.walmart.com/ip/48161259,"Shalvis, Jill",1455539325,352,Walmart.Com,,4.25 x 7.00 x 1.25 Inches,
Hiss and Hers,$7.50,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy > Best seller ranking: > # > 44638 >  > in > Books > # > 594 >  > in > Books > Mystery & Suspense > # > 19 >  > in > Books > Mystery & Suspense > Traditional British",http://www.walmart.com/ip/21852436,M. C. Beaton,0021612,336,St. Martin's PressMinotaur Books,English,173.48 x 107.19 x 23.37 Millimeters,5
I Don't Want to Kill You,$13.32,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",http://www.walmart.com/ip/14953079,Dan Wells,5328445,320,Tom Doherty AssociatesTor Books,English,8.23 x 140.21 x 23.37 Inches (US),
A Sticky Situation,$6.99,Books > Literature & Fiction > Fiction > African American,http://www.walmart.com/ip/13014265,"Swinson, Kiki",8238920,345,Kensington Pub Corp,English,6.75 x 4.25 x 1.25 Inches,
Grave Sight,$7.90,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General",http://www.walmart.com/ip/4860071,Charlaine Harris,5212894,320,BerkleyPenguin Publishing Group,English,,5
The Alienist,$14.29,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Historical",http://www.walmart.com/ip/4641953,Caleb Carr,2976146,498,Random House Inc,English,5.25 x 8.25 x 1.00 Inches,
Beverly Lewis Amish Romance Collection,$16.84,Books > Literature & Fiction > Fiction > Amish & Mennonite,http://www.walmart.com/ip/56106037,"Lewis, Beverly",0764231642,742,Baker Pub Group,English,9.50 x 6.00 x 2.25 Inches,
I'M THINKING OF ENDING THINGS,$8.24,Books > Literature & Fiction > Fiction > Literary,http://www.walmart.com/ip/55184156,Iain Reid,1126943,240,Gallery/Scout Press,,8.38 x 139.70 x 15.24 Inches (US),
BABYLONS ASHES,$16.31,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,http://www.walmart.com/ip/429242262,"Corey, James S. A.",,,"Little, Brown Book Group",,,
"OVERLOOK, THE",$9.41,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",http://www.walmart.com/ip/42592052,Michael Connelly,5550736,304,Grand Central Publishing,English,,
"The Rising of the Shield Hero, Volume 4",$11.85,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,http://www.walmart.com/ip/53629689,"Yusagi, Aneko",5548659,344,One Peace Books,English,5.20 x 1.30 x 7.30 Inches,
The Tamuli: Domes of Fire/ The Shining Ones/ The Hidden City,$16.55,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General > Best seller ranking: > # > 49872 >  > in > Books > # > 71 >  > in > Books > New Releases > # > 68 >  > in > Books > New Releases > New & Noteworthy,http://www.walmart.com/ip/10094601,"Eddings, David",5500947,1031,Random House Inc,English,6.00 x 9.00 x 1.50 Inches,
Star Wars: Darth Bane: Dynasty of Evil,$7.08,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure > Best seller ranking: > # > 8428 >  > in > Books > # > 760 >  > in > Books > Literature & Fiction > # > 48 >  > in > Books > Literature & Fiction > Science Fiction,http://www.walmart.com/ip/13397435,"Karpyshyn, Drew",0345511573,319,Random House,English,7.00 x 4.25 x 1.00 Inches,5
Red Mars,$7.88,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,http://www.walmart.com/ip/403507,"Robinson, Kim Stanley",3560737,572,Random House,English,6.50 x 4.25 x 1.25 Inches,
The Last Midwife,$4.49,Books > Literature & Fiction > Fiction > Historical,http://www.walmart.com/ip/51798242,Sandra Dallas,0074470,368,St. Martin's PressSt. Martin's Griffin,English,8.21 x 139.19 x 0.96 Inches (US),
After You : A Novel,$11.06,Books > Literature & Fiction > Fiction > Contemporary Women > Best seller ranking: > # > 15495 >  > in > Books > # > 784 >  > in > Books > ARCHIVE > # > 196 >  > in > Books > ARCHIVE > Books Misc,http://www.walmart.com/ip/51194587,Jojo Moyes,3108863,400,Penguin BooksPenguin Publishing Group,English,,4
CRUSHED,$7.48,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",http://www.walmart.com/ip/55520734,Kate Watterson,076539295X,304,Tom Doherty AssociatesTor Books,English,7.50 x 104.78 x 0.75 Inches (US),
The Brave Cowboy: An Old Tale in a New Time,$4.49,Books > Literature & Fiction > Fiction > Westerns,http://www.walmart.com/ip/47143534,"Abbey, Edward",2429961,332,Harpercollins,,5.00 x 8.00 x 0.50 Inches,
Death by the Dozen,$3.75,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy",http://www.walmart.com/ip/15968624,Jenn McKinlay,5244051,304,BerkleyPenguin Publishing Group,English,,
Die for Me,$20.18,Books > Literature & Fiction > Fiction > Romance > General,http://www.walmart.com/ip/22234111,"Eden, Cynthia",1469289652,,Brilliance Audio Lib Edn,English,6.50 x 6.75 x 1.00 Inches,
"LAST MILE, THE",$9.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",http://www.walmart.com/ip/55107460,David Baldacci,5586448,560,VisionGrand Central Publishing,English,7.62 x 4.25 x 1.12 Inches (US),
Servant of the Shard,$7.99,"Books > Children's Books > Science Fiction, Fantasy & Magic",http://www.walmart.com/ip/25948254,"Salvatore, R. A.",6939506,371,Wizards of the Coast,English,7.00 x 4.25 x 1.00 Inches,
The Candy Shop,$6.99,Books > Literature & Fiction > Fiction > General,http://www.walmart.com/ip/12176037,"Swinson, Kiki",8238915,307,Kensington Pub Corp,English,6.75 x 4.25 x 1.00 Inches,5
WHAT ALICE FORGOT,$7.48,Books > Literature & Fiction > Fiction > Contemporary Women,http://www.walmart.com/ip/543855905,Liane Moriarty,0451490444,544,BerkleyPenguin Publishing Group,,7.50 x 4.25 x 1.09 Inches (US),
The Fellowship Of The Ring,$10.63,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,http://www.walmart.com/ip/3551548,"Tolkien, J. R. R.",8574943,506,Houghton Mifflin Harcourt,English,5.25 x 8.25 x 1.50 Inches,
Tom Clancy True Faith and Allegiance,$6.89,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",http://www.walmart.com/ip/56143428,Mark Greaney,1101988835,736,BerkleyPenguin Publishing Group,English,7.56 x 4.25 x 1.51 Inches (US),
The Left Hand of Darkness,$8.99,Books > Literature & Fiction > Fiction > Classics,http://www.walmart.com/ip/444395,Ursula K. Le Guin,1478122,352,AcePenguin Publishing Group,English,,
The Concrete Blonde,$9.32,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",http://www.walmart.com/ip/23961098,Michael Connelly,5550631,560,Grand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),
Snowfall,$5.29,Books > Literature & Fiction > Fiction > Amish & Mennonite,http://www.walmart.com/ip/38189658,"Gray, Shelley Shepard",2204545,222,Harpercollins,English,5.00 x 7.00 x 0.50 Inches,
Spell Bound : A Novel,$8.03,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,http://www.walmart.com/ip/17687038,Kelley Armstrong,2297996,400,DuttonPenguin Publishing Group,English,7.50 x 4.25 x 1.00 Inches (US),
Come and Get Us,$3.86,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",http://www.walmart.com/ip/54642947,James Patterson,6505160,160,"BookShotsLittle, Brown and Company",English,,
Do Androids Dream of Electric Sheep?,$12.69,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,http://www.walmart.com/ip/469143,Philip K. Dick,5404473,256,Ballantine Books,English,8.25 x 5.25 x 0.75 Inches,
Runaway Heiress,$4.02,Books > Literature & Fiction > Fiction > Romance > Suspense,http://www.walmart.com/ip/55745602,"Morey, Jennifer",1335474544,280,Harlequin Books,English,6.75 x 4.00 x 0.75 Inches,
Pandora's Temple,$15.65,Books > Literature & Fiction > Fiction > Action & Adventure,http://www.walmart.com/ip/21990990,"Land, Jon",3224651,390,Ingram Pub Services,English,8.50 x 5.75 x 1.00 Inches,
Kris Longknife: Defender,$7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,http://www.walmart.com/ip/21049856,"Shepherd, Mike",5253417,374,Berkley Pub Group,English,6.75 x 4.25 x 1.00 Inches,
