Name,Sale Price,Category,URL,Author,ISBN10,Pages,Publisher,Language,Dimensions,Rating
Born in Death,$7.19,Books > Literature & Fiction > Fiction > Romance > Suspense,http://www.walmart.com/ip/5242012,J. D. Robb,5215680,368,BerkleyPenguin Publishing Group,English,,
La sangre de los inocentes / The Blood of the Innocent,$11.29,Books > Literature & Fiction > Fiction > Historical,http://www.walmart.com/ip/29511731,"Navarro, Julia",8483465248,779,Penguin Random House Grupo USA,Spanish,7.50 x 5.00 x 2.00 Inches,
The Prime Minister's Secret Agent,$13.05,Books > Literature & Fiction > Fiction > Historical,http://www.walmart.com/ip/29271751,"MacNeal, Susan Elia",5536748,306,Random House Inc,English,5.00 x 8.25 x 0.75 Inches,
Of Mice and Men,$8.79,Books > Literature & Fiction > Fiction > Literary > Best seller ranking: > # > 386 >  > in > Books > # > 30 >  > in > Books > Literature & Fiction > # > 3 >  > in > Books > Literature & Fiction > Classics,http://www.walmart.com/ip/518704,"STEINBECK, JOHN",017739X,112,Penguin Group USA,English,4.25 x 6.75 x 0.50 Inches,5
To Kill a Mockingbird,$24.21,Books > Literature & Fiction > Fiction > Classics,http://www.walmart.com/ip/44781690,"Lee, Harper",2428554,323,HarperCollins,English,8.00 x 5.00 x 1.00 Inches,
Night Passage,$9.07,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",http://www.walmart.com/ip/2441934,Robert B. Parker,5183963,416,Penguin Publishing GroupG.P. Putnam's Sons,English,,
The Stranger,$16.06,Books > Literature & Fiction > Fiction > Classics,http://www.walmart.com/ip/382285,"Ward, MatthewCamus, Albert",9420263,152,Random House Inc,English,5.25 x 8.25 x 0.50 Inches,
Fantasy in Death,$7.99,Books > Literature & Fiction > Fiction > Romance > Suspense,http://www.walmart.com/ip/13054896,J. D. Robb,5235890,368,BerkleyPenguin Publishing Group,English,,
GIRL'S GUIDE TO MOVING ON: A NOVEL,$6.28,Books > Literature & Fiction > Fiction > Romance > Contemporary,http://www.walmart.com/ip/53905466,"MACOMBER, DEBBIE",339194X,432,Random House,English,7.00 x 4.00 x 1.25 Inches,
Fatal Burn,$6.79,Books > Literature & Fiction > Fiction > Romance > Suspense > Best seller ranking: > # > 6305 >  > in > Books > # > 308 >  > in > Books > ARCHIVE > # > 80 >  > in > Books > ARCHIVE > Books Misc,http://www.walmart.com/ip/47047910,"Jackson, Lisa",0139354,509,Kensington Pub Corp,English,6.75 x 4.00 x 1.25 Inches,5
Earth Abides,$13.72,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,http://www.walmart.com/ip/4230162,"Stewart, George R.",5487130,345,Random House Inc,English,5.50 x 8.25 x 0.75 Inches,5
Philip K. Dick: Four Novels of the 1960s : The Man in the High Castle / The Three Stigmata of Palmer Eldritch / Do Androids Dream of Electric Sheep? / Ubik,$28.83,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Collections & Anthologies,http://www.walmart.com/ip/5497845,Philip K. Dick,8530094,900,Library of America,English,8.14 x 5.13 x 1.06 Inches (US),
If I Can't Have You,$9.12,Books > Literature & Fiction > Fiction > African American > Best seller ranking: > # > 17562 >  > in > Books > # > 469 >  > in > Books > Romance > # > 4 >  > in > Books > Romance > African-American,http://www.walmart.com/ip/21600721,"Morrison, Mary B.",8273001,288,Kensington Pub Corp,English,9.00 x 6.00 x 1.00 Inches,
The Handmaid's Tale,$8.77,Books > Literature & Fiction > Fiction > Dystopian,http://www.walmart.com/ip/55344260,"ATWOOD, MARGARET",052543500X,336,Random House Inc,,5.00 x 8.00 x 0.75 Inches,
The Wind Through the Keyhole,$9.28,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy,http://www.walmart.com/ip/55160588,Stephen King,1166221,320,Scribner,English,8.38 x 139.70 x 17.78 Inches (US),
Virtual Light,$7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,http://www.walmart.com/ip/403332,"Gibson, William",3566063,368,Random House,English,6.75 x 4.00 x 1.00 Inches,
Jaws,$13.47,Books > Literature & Fiction > Fiction > Action & Adventure,http://www.walmart.com/ip/22008429,"Benchley, Peter",5544146,340,Random House Inc,English,5.25 x 8.25 x 1.00 Inches,
CARVE THE MARK,$9.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,http://www.walmart.com/ip/51799483,"ROTH, VERONICA",2348631,480,Harpercollins Childrens Books,English,9.25 x 6.25 x 1.25 Inches,5
61 HOURS,$7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 6124 >  > in > Books > # > 512 >  > in > Books > Literature & Fiction > # > 76 >  > in > Books > Literature & Fiction > Mystery & Suspense",http://www.walmart.com/ip/14243834,"CHILD, LEE",0243692,528,Random House,English,7.75 x 4.50 x 1.25 Inches,
The Chase,$7.64,Books > Literature & Fiction > Fiction > Romance > General > Best seller ranking: > # > 6860 >  > in > Books > # > 608 >  > in > Books > Literature & Fiction > # > 96 >  > in > Books > Literature & Fiction > Mystery & Suspense,http://www.walmart.com/ip/39790891,"Evanovich, JanetGoldberg, Lee",5543095,397,Random House,English,7.00 x 6.25 x 1.25 Inches,
Down Among the Sticks and Bones,$9.98,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,http://www.walmart.com/ip/55481658,Seanan McGuire,5392039,192,Tom Doherty AssociatesTor.com,English,8.56 x 5.75 x 20.45 Inches (US),4
Abaddon's Gate,$14.84,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,http://www.walmart.com/ip/22221901,James S. A. Corey,6129074,576,Orbit,English,9.25 x 6.00 x 1.50 Inches (US),
The Postman,$7.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,http://www.walmart.com/ip/405267,"Brin, David",3278749,321,Random House,English,6.75 x 4.00 x 1.00 Inches,
The Children of Hurin,$13.02,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General > Best seller ranking: > # > 35185 >  > in > Books > # > 90 >  > in > Books > Miscellaneous,http://www.walmart.com/ip/5421814,"Lee, AlanTolkien, ChristopherTolkien, J. R. R.",8894640,313,Houghton Mifflin Harcourt,English,5.75 x 8.50 x 1.00 Inches,4.4
Fool Moon / Storm Front / Grave Peril,$21.46,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,http://www.walmart.com/ip/32634420,"Butcher, Jim",1949614,,Penguin Group USA,English,7.75 x 4.25 x 3.00 Inches,
A Clash of Kings,$25.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 1524 >  > in > Books > # > 97 >  > in > Books > Literature & Fiction > # > 13 >  > in > Books > Literature & Fiction > Fantasy,http://www.walmart.com/ip/624833,"Martin, George R. R.",3108030,761,Random House Inc,English,10.00 x 6.25 x 1.75 Inches,5
Fall from Grace,$19.77,Books > Literature & Fiction > Fiction > Romance > Contemporary,http://www.walmart.com/ip/56106268,"Steel, Danielle",0525501282,368,Random House Inc,English,9.00 x 6.00 x 1.25 Inches,
The Swarm,$12.48,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",http://www.walmart.com/ip/5619897,"Schatzing, Frank",0859808,898,Harpercollins,English,6.00 x 9.00 x 1.75 Inches,
MAN OVERBOARD: AN ALI REYNOLDS NOVEL,$8.15,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",http://www.walmart.com/ip/56043666,J.A. Jance,1501110829,416,Pocket Books,English,190.50 x 104.78 x 22.86 Millimeters,
Orcs,$12.84,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,http://www.walmart.com/ip/10763769,Stan Nicholls,6033691,352,Orbit,English,8.00 x 5.50 x 1.00 Inches (US),
A Red Herring Without Mustard: A Flavia de Luce Novel,$13.77,Books > Literature & Fiction > Fiction > Historical,http://www.walmart.com/ip/16548719,"Bradley, Alan",5343463,415,Random House Inc,English,5.50 x 8.25 x 1.00 Inches,
Finding My Way,$13.01,Books > Literature & Fiction > Fiction > Romance > Contemporary,http://www.walmart.com/ip/53409673,"McLaughlin, Heidi",0989373843,366,Heidi McLaughlin,English,5.00 x 0.76 x 8.00 Inches,
The Prada Plan 5,$4.49,Books > Literature & Fiction > Fiction > African American,http://www.walmart.com/ip/55480733,Ashley Antoinette,0134492,304,Griffin,,5.50 x 8.25 x 0.75 Inches,
Cold Fire,$6.48,Books > Literature & Fiction > Fiction > Media Tie-Ins > Best seller ranking: > # > 7074 >  > in > Books > # > 629 >  > in > Books > Literature & Fiction > # > 38 >  > in > Books > Literature & Fiction > Movie & TV Tie-Ins,http://www.walmart.com/ip/45756986,"Passarella, John",1166750,334,Random House,English,7.25 x 5.50 x 1.00 Inches,
FIERY CROSS,$7.90,Books > Literature & Fiction > Fiction > Historical > Best seller ranking: > # > 4842 >  > in > Books > # > 72 >  > in > Books > Romance > # > 12 >  > in > Books > Romance > General,http://www.walmart.com/ip/1864365,"GABALDON, DIANA",5336765,1008,Random House Inc,English,9.25 x 6.00 x 1.50 Inches,5
Spice & Wolf 1,$11.71,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical,http://www.walmart.com/ip/11021806,Isuna Hasekura,9531041,240,Yen PressYen On,English,,5
Deja Dead: 10th Anniversary Edition,$12.25,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",http://www.walmart.com/ip/7978535,Kathy Reichs,6570989,416,Pocket Books,English,9.25 x 155.57 x 1.10 Inches (US),
The Crossing,$8.86,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",http://www.walmart.com/ip/52576432,Michael Connelly,5524156,464,VisionGrand Central Publishing,English,7.50 x 4.10 x 1.25 Inches (US),
Cuffed,$12.72,Books > Literature & Fiction > Fiction > Romance > Contemporary,http://www.walmart.com/ip/133160535,"Payne, Angel",1947222236,364,Ingram Pub Services,English,8.00 x 5.50 x 0.75 Inches,
One Day at a Time,$5.99,Books > Literature & Fiction > Fiction > Romance > General > Best seller ranking: > # > 25595 >  > in > Books > # > 831 >  > in > Books > Romance > # > 152 >  > in > Books > Romance > General,http://www.walmart.com/ip/11066149,"Steel, Danielle",0243336,416,Random House,English,6.75 x 4.25 x 1.50 Inches,
The Librarians and the Lost Lamp,$7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,http://www.walmart.com/ip/52099911,Greg Cox,5384075,288,Tom Doherty AssociatesTor Books,English,8.56 x 5.88 x 26.67 Inches (US),
DARKEST FEAR: A NOVEL,$7.49,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",http://www.walmart.com/ip/23079455,"COBEN, HARLAN",0246206,368,Random House,English,7.50 x 4.25 x 0.75 Inches,
The Charm School,$8.38,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Espionage",http://www.walmart.com/ip/25673816,Nelson DeMille,6353205,640,Grand Central Publishing,English,6.67 x 4.12 x 1.25 Inches (US),
Chyna Black: Triple Crown Publications Presents,$15.42,Books > Literature & Fiction > Fiction > General,http://www.walmart.com/ip/53383941,"Ervin, Keisha",0976234912,268,Triple Crown Publications,English,5.40 x 0.70 x 8.50 Inches,
Deadmen Walking: A Deadman's Cross Novel,$8.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical,http://www.walmart.com/ip/55219870,Sherrilyn Kenyon,5385681,384,Tom Doherty AssociatesTor Books,English,239.27 x 6.48 x 31.88 Millimeters,
The Magician King : A Novel,$12.80,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 5506 >  > in > Books > # > 460 >  > in > Books > Literature & Fiction > # > 34 >  > in > Books > Literature & Fiction > Literary,http://www.walmart.com/ip/19422484,Lev Grossman,2298015,432,Penguin BooksPenguin Publishing Group,English,,
Ambush at Corellia,$7.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,http://www.walmart.com/ip/404971,"Allen, Roger MacBride",3298037,320,Random House,English,6.50 x 4.00 x 0.75 Inches,
Milo Talon,$5.97,Books > Literature & Fiction > Fiction > Westerns,http://www.walmart.com/ip/405661,"L'Amour, Louis",3247637,214,Random House,English,6.75 x 4.25 x 0.75 Inches,
War Crimes,$9.13,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,http://www.walmart.com/ip/42593521,Christie Golden,074347130X,400,Pocket Books,English,6.75 x 104.78 x 1.20 Inches (US),
DANCE WITH DRAGONS,$7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 730 >  > in > Books > # > 49 >  > in > Books > Literature & Fiction > # > 10 >  > in > Books > Literature & Fiction > Fantasy,http://www.walmart.com/ip/20883823,"MARTIN, GEORGE R.R.",3582017,1152,Random House,English,7.50 x 4.50 x 1.75 Inches,4.5
Worth Dying for,$13.83,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General",http://www.walmart.com/ip/16790184,"Hill, DickChild, Lee",0307969487,,Random House,English,5.00 x 5.75 x 1.25 Inches,
Jules Verne,$15.90,Books > Literature & Fiction > Fiction > Action & Adventure,http://www.walmart.com/ip/20633804,"Verne, Jules",7103172,691,Printers Row Pub Group,English,9.50 x 6.50 x 2.00 Inches,
Natchez Burning,$6.98,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",http://www.walmart.com/ip/42337840,Greg Iles,2311093,880,Harper Torch,English,7.50 x 4.25 x 2.25 Inches,
Dark Canyon,$5.99,Books > Literature & Fiction > Fiction > Westerns,http://www.walmart.com/ip/405617,Louis L'Amour,3253242,149,Bantam Dell,English,7.00 x 4.00 x 0.50 Inches,
The Time of Contempt,$13.47,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 6639 >  > in > Books > # > 578 >  > in > Books > Literature & Fiction > # > 105 >  > in > Books > Literature & Fiction > General,http://www.walmart.com/ip/20931281,Andrzej Sapkowski,6219136,352,Orbit,English,8.25 x 5.50 x 1.00 Inches (US),
"NIGHT BEFORE, THE",$7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",http://www.walmart.com/ip/22749719,"JACKSON, LISA",0133719,464,Kensington Pub Corp,English,6.75 x 4.25 x 1.25 Inches,
Trimmed with Murder,$14.49,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy",http://www.walmart.com/ip/45691798,Sally Goldenbaum,147162X,336,BerkleyPenguin Publishing Group,English,8.56 x 5.75 x 1.10 Inches (US),
If I'm Found,$8.79,Books > Religion & Spirituality Books > Christian Books & Bibles > Christian Fiction > Suspense,http://www.walmart.com/ip/54706404,"Blackstock, Terri",0332483,359,Harpercollins Christian Pub,English,8.50 x 5.50 x 1.25 Inches,5
Lion in the Valley,$9.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",http://www.walmart.com/ip/14672927,"Peters, Elizabeth",199921X,417,HarperCollins,English,7.75 x 4.25 x 1.00 Inches,
The Deputy's Witness,$5.75,Books > Literature & Fiction > Fiction > Romance > Suspense,http://www.walmart.com/ip/56076043,"Snell, Tyler Anne",1335721428,256,Harlequin Books,English,4.21 x 6.62 x 0.59 Inches,
The Traitor Baru Cormorant,$9.48,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,http://www.walmart.com/ip/53596019,Seth Dickinson,5380730,400,Tom Doherty AssociatesTor Books,English,9.29 x 6.16 x 28.07 Inches (US),
The Ice Limit,$8.12,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,http://www.walmart.com/ip/52704125,Douglas PrestonLincoln Child,5595850,512,Grand Central Publishing,English,6.75 x 4.12 x 1.12 Inches (US),
Side Jobs,$14.66,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,http://www.walmart.com/ip/15979468,Jim Butcher,1463844,432,RocPenguin Publishing Group,English,,5
The Other Lands,$7.04,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,http://www.walmart.com/ip/13315495,"Durham, David Anthony",7386760,599,Random House,English,6.75 x 4.25 x 1.50 Inches,
Dune Messiah,$8.09,Books > Literature & Fiction > Fiction > Classics,http://www.walmart.com/ip/25648700,Frank Herbert,1172696,336,AcePenguin Publishing Group,English,,
St. Patrick's Day Murder,$6.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",http://www.walmart.com/ip/10599420,"Meier, Leslie",8207049,280,Kensington Pub Corp,English,6.75 x 4.25 x 0.75 Inches,
ASHLEY BELL: A NOVEL,$8.49,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",http://www.walmart.com/ip/51799315,"KOONTZ, DEAN",5545988,768,Random House,English,7.50 x 4.25 x 1.50 Inches,
The Sisters Brothers,$9.73,Books > Literature & Fiction > Fiction > General,http://www.walmart.com/ip/17173496,"Dewitt, Patrick",204128X,328,HarperCollins,English,8.00 x 5.50 x 0.75 Inches,
One Wicked Night,$13.99,Books > Literature & Fiction > Fiction > Romance > Historical,http://www.walmart.com/ip/53631741,"Black, Shayla",1936596024,352,Shelley Bradley LLC,English,5.50 x 0.79 x 8.50 Inches,
Cat Coming Home,$7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General",http://www.walmart.com/ip/15907102,"Murphy, Shirley Rousseau",1806956,371,HarperCollins,English,6.75 x 4.25 x 1.25 Inches,
The Mummy Case,$8.61,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 48086 >  > in > Books > # > 638 >  > in > Books > Mystery & Suspense > # > 2 >  > in > Books > Mystery & Suspense > Historical",http://www.walmart.com/ip/14672928,"Peters, Elizabeth",1999204,404,HarperCollins,English,7.75 x 4.50 x 1.00 Inches,
Blood Cross,$7.49,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,http://www.walmart.com/ip/11978210,Faith Hunter,1463074,336,AcePenguin Publishing Group,English,,
Blue Heaven,$14.82,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General",http://www.walmart.com/ip/11597744,C. J. Box,2614833,352,St. Martin's PressMinotaur Books,English,8.25 x 141.99 x 0.93 Inches (US),
Code to Zero,$14.06,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",http://www.walmart.com/ip/3919527,Ken Follett,1216722,384,Penguin BooksPenguin Publishing Group,English,,
Stardust,$8.99,Books > Literature & Fiction > Fiction > Action & Adventure,http://www.walmart.com/ip/10210005,"Gaiman, Neil",1689248,250,Harpercollins Childrens Books,English,5.00 x 7.00 x 0.75 Inches,
The Crystal Shard,$7.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,http://www.walmart.com/ip/5368615,"Salvatore, R. A.",6942461,344,Wizards of the Coast,English,7.00 x 4.25 x 1.00 Inches,
Dopeman,$7.99,Books > Literature & Fiction > Fiction > African American,http://www.walmart.com/ip/38181170,"Coleman, JaQuavis",1626345,304,Kensington Pub Corp,English,6.00 x 4.00 x 1.00 Inches,5
"GIRL BEFORE: A NOVEL, THE",$10.77,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",http://www.walmart.com/ip/494634609,"DELANEY, JP",0425285065,368,Random House Inc,English,8.00 x 5.50 x 1.00 Inches,
Forever Odd,$8.14,Books > Literature & Fiction > Fiction > Horror > Best seller ranking: > # > 3568 >  > in > Books > # > 21 >  > in > Books > Mystery & Suspense > # > 11 >  > in > Books > Mystery & Suspense > Thrillers,http://www.walmart.com/ip/17476649,"Koontz, Dean R.",5533312,383,Random House,English,7.50 x 4.50 x 1.00 Inches,
Find Me,$10.99,Books > Literature & Fiction > Fiction > Literary,http://www.walmart.com/ip/56143743,"Monroe, J. S.",0778330818,391,Harlequin Books,English,8.00 x 5.25 x 1.00 Inches,
The Life We Bury,$13.14,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 1937 >  > in > Books > # > 136 >  > in > Books > Literature & Fiction > # > 19 >  > in > Books > Literature & Fiction > Mystery & Suspense",http://www.walmart.com/ip/38310141,"Eskens, Allen",1616149981,303,Random House Inc,English,5.50 x 8.25 x 0.75 Inches,5
Under Fire,$8.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Military",http://www.walmart.com/ip/1973733,W.E.B. Griffin,5134371,736,Penguin Publishing GroupG.P. Putnam's Sons,English,,
Lifeguard,$9.87,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General",http://www.walmart.com/ip/4745445,James PattersonAndrew Gross,044661761X,432,Grand Central Publishing,English,7.50 x 4.12 x 1.00 Inches (US),
Save Me : A Novel,$8.12,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",http://www.walmart.com/ip/41268552,Lisa Scottoline,031238081X,464,St. Martin's PressSt. Martin's Paperbacks,English,173.23 x 106.43 x 1.21 Millimeters,
Mistress,$12.39,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 36284 >  > in > Books > # > 465 >  > in > Books > Mystery & Suspense > # > 63 >  > in > Books > Mystery & Suspense > Suspense",http://www.walmart.com/ip/26885436,David EllisJames Patterson,5515890,448,Grand Central Publishing,English,8.25 x 5.25 x 1.25 Inches (US),
The Man in the High Castle,$12.76,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,http://www.walmart.com/ip/52289044,Philip K. Dick,4916089,288,Houghton Mifflin Harcourt,English,8.25 x 139.70 x 24.28 Inches (US),
Blood Sisters,$18.17,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",http://www.walmart.com/ip/301335809,"Corry, Jane",0525589163,463,Random House Inc,English,9.50 x 6.25 x 1.25 Inches,
The Alloy of Law,$8.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,http://www.walmart.com/ip/20529412,"Sanderson, Brandon",5368540,392,Tor Books,English,7.00 x 4.25 x 1.25 Inches,
CHOCOLATE CHIP COOKIE MURDER (MOVIE TIE-IN),$6.39,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 11250 >  > in > Books > # > 104 >  > in > Books > Mystery & Suspense > # > 36 >  > in > Books > Mystery & Suspense > Women Sleuths",http://www.walmart.com/ip/42484387,"FLUKE, JOANNE",6701861,432,Kensington Pub Corp,English,6.50 x 4.00 x 1.25 Inches,
Autumn's Promise,$9.69,Books > Literature & Fiction > Fiction > Amish & Mennonite,http://www.walmart.com/ip/13920811,"Gray, Shelley Shepard",1852379,310,Harpercollins,English,5.50 x 8.50 x 1.00 Inches,
The Final Detail,$9.40,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General",http://www.walmart.com/ip/14829321,"Coben, Harlan",0246337,372,Random House,English,7.50 x 4.00 x 1.25 Inches,
French Twist: A Detective Luc Moncrief Mystery,$3.86,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",http://www.walmart.com/ip/55220238,James Patterson,646971X,160,"BookShotsLittle, Brown and Company",English,,
The Dark Tower VII : The Dark Tower,$8.15,Books > Literature & Fiction > Fiction > General > Best seller ranking: > # > 5135 >  > in > Books > # > 425 >  > in > Books > Literature & Fiction > # > 39 >  > in > Books > Literature & Fiction > Fantasy,http://www.walmart.com/ip/4456885,Stephen King,6524529,1072,Pocket Books,English,190.50 x 104.78 x 1.70 Millimeters,5
The Dark Highlander,$7.99,Books > Literature & Fiction > Fiction > Romance > Historical > Best seller ranking: > # > 26687 >  > in > Books > # > 883 >  > in > Books > Romance > # > 78 >  > in > Books > Romance > Historical,http://www.walmart.com/ip/1876614,"Moning, Karen Marie",0237558,370,Random House,English,7.00 x 4.25 x 1.00 Inches,5
Jack & Jill,$8.00,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural > Best seller ranking: > # > 5611 >  > in > Books > # > 40 >  > in > Books > Mystery & Suspense > # > 3 >  > in > Books > Mystery & Suspense > Police Procedural",http://www.walmart.com/ip/443261,James Patterson,6604808,480,VisionGrand Central Publishing,English,6.75 x 4.25 x 1.00 Inches (US),
Sword Art Online The Novel 8,$12.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,http://www.walmart.com/ip/52289365,Reki Kawahara,639041X,288,Yen PressYen On,English,,
Mrs. Pollifax Unveiled,$7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",http://www.walmart.com/ip/1155291,"Gilman, Dorothy",9006702,216,Random House,English,7.00 x 4.00 x 0.50 Inches,
"Tinker, Tailor, Soldier, Spy : A George Smiley Novel",$13.06,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Espionage",http://www.walmart.com/ip/15700513,John le Carr,3119786,400,Penguin BooksPenguin Publishing Group,English,8.22 x 5.47 x 1.07 Inches (US),5
The Murder House,$9.20,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",http://www.walmart.com/ip/47698183,David EllisJames Patterson,145558990X,480,Grand Central Publishing,English,8.00 x 5.25 x 1.25 Inches (US),
"SHINING, THE",$5.69,Books > Literature & Fiction > Fiction > Horror > Best seller ranking: > # > 1058 >  > in > Books > # > 65 >  > in > Books > Literature & Fiction > # > 1 >  > in > Books > Literature & Fiction > Horror,http://www.walmart.com/ip/17762093,"KING, STEPHEN",7743656,688,Random House,English,7.00 x 4.00 x 1.00 Inches,5
The Dreaming Hunt,$5.65,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,http://www.walmart.com/ip/52099933,Bill FlippinCindy Dees,5335159,464,Tom Doherty AssociatesTor Books,English,243.84 x 6.42 x 1.50 Millimeters,
My One True Highlander,$2.49,Books > Literature & Fiction > Fiction > Romance > Historical,http://www.walmart.com/ip/54979098,Suzanne Enoch,0095438,320,St Martins Pr Inc,English,6.75 x 4.00 x 1.00 Inches,
Horus Rising,$9.94,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,http://www.walmart.com/ip/36840006,Dan Abnett,9707447,416,Games Workshop,English,6.70 x 106.68 x 1.20 Inches (US),
Death March to the Parallel World Rhapsody,$11.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,http://www.walmart.com/ip/55344497,Hiro Ainana,650797X,208,Yen PressYen On,Japanese,,
Alone,$7.56,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",http://www.walmart.com/ip/3912158,"Gardner, Lisa",3584538,451,Random House,English,7.00 x 4.25 x 1.25 Inches,
