Name,Sale Price,Category,Availability,URL,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
"Eternal Seas Paperback – March 12, 2018",$16.99,Books > Romance > Contemporary,"Temporarily out of stock.
        
        
    
    
    
        




    
    



    
    
         
        
            Order now and we'll deliver when available.
            
            
            
            
             Order now and we'll deliver when available. We'll e-mail you with an estimated delivery date as soon as we have more information. Your account will only be charged when we ship the item.
            
            
            
            
            Details",http://www.amazon.com/gp/product/150921979X,N. Christine Samuelson,150921979X,358 pages,"The Wild Rose Press (March 12, 2018)",English,5 x 0.7 x 8 inches,12.5 ounces,5.0 out of 5 stars
"Words from the Heart (An Amish Letters Novel) Paperback – February 13, 2018",$10.99,Books > Christian Books & Bibles > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/0718082567,Kathleen Fuller,0718082567,320 pages,"Thomas Nelson (February 13, 2018)",English,5.5 x 0.8 x 8.4 inches,9.4 ounces,4.8 out of 5 stars
"Scarlett: The Sequel to Margaret Mitchell's ""Gone With the Wind"" Paperback – September 26, 2007",$14.99,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0446502375,Alexandra Ripley,0446502375,832 pages,"Grand Central Publishing (September 26, 2007)",English,5.4 x 1.5 x 8.1 inches,1.5 pounds,4.3 out of 5 stars
"This Man (A This Man Novel) Paperback – October 22, 2013",$12.29,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1455578312,Jodi Ellen Malpas,1455578312,480 pages,"Forever (October 22, 2013)",English,5.2 x 1.2 x 8 inches,13.6 ounces,4.2 out of 5 stars
"Silent Sins (Lotus House) Paperback – April 3, 2018",$10.99,Books > Literature & Fiction > United States,"This title will be released on April 3, 2018.",http://www.amazon.com/gp/product/1943893144,Audrey Carlan,1943893144,,"Waterhouse Press (April 3, 2018)",English,,1.1 pounds,
"Possession Paperback – October 1, 1991",$11.37,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0679735909,A. S. Byatt,0679735909,576 pages,"Vintage (October 1, 1991)",English,5.1 x 0.9 x 8 inches,1.1 pounds,4.1 out of 5 stars
"Thursdays at Eight: A Romance Novel Mass Market Paperback – November 28, 2017",$4.78,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0778330443,Debbie Macomber,0778330443,384 pages,"MIRA (November 28, 2017)",English,4.2 x 1 x 6.6 inches,6.4 ounces,4.7 out of 5 stars
"Remember the Lilies (Thorndike Press Large Print Christian Historical Fiction) Hardcover – Large Print, August 12, 2015",$29.99,Books > Christian Books & Bibles > Literature & Fiction,This title has not yet been released.,http://www.amazon.com/gp/product/1410481220,Liz Tolsma,1410481220,542 pages,"Thorndike Press Large Print; Large Print edition (August 12, 2015)",English,5.8 x 1.2 x 8.5 inches,1.3 pounds,4.3 out of 5 stars
"The Big Book of Orgasms: 69 Sexy Stories Paperback – October 15, 2013",$14.36,Books > Literature & Fiction > Short Stories & Anthologies,In Stock.,http://www.amazon.com/gp/product/1573449636,Lady CheekyRachel Kramer BusselT. Fox Dunham,1573449636,242 pages,"Cleis Press (October 15, 2013)",English,5.2 x 1.2 x 7.2 inches,12.6 ounces,4.2 out of 5 stars
"Jane Eyre (Bantam Classics) Paperback – September 1, 1983",$2.86,Books > Literature & Fiction > Classics,In Stock.,http://www.amazon.com/gp/product/0553211404,Charlotte Bronte,0553211404,492 pages,"Bantam Classics (October 1, 1983)",English,4.2 x 0.8 x 6.9 inches,8.8 ounces,4.4 out of 5 stars
"Ese Pervertido y Yo: Una montaña rusa de erotismo (Spanish Edition) (Spanish) Paperback – November 1, 2017",$11.68,Books > Literature & Fiction > Erotica,In Stock.,http://www.amazon.com/gp/product/1979904235,Perla Gizem,1979904235,178 pages,"CreateSpace Independent Publishing Platform (November 1, 2017)",Spanish,5 x 0.4 x 8 inches,6.7 ounces,4.8 out of 5 stars
"More Than Love You (More Than Words) (Volume 3) Paperback – February 13, 2018",$14.99,Books > Romance > Contemporary,In Stock.,http://www.amazon.com/gp/product/1936596474,Shayla Black,1936596474,312 pages,"Shelley Bradley, LLC (February 13, 2018)",English,6 x 0.7 x 9 inches,1.2 pounds,4.8 out of 5 stars
"My Once and Future Duke: The Wagers of Sin Mass Market Paperback – February 27, 2018",$7.99,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/0062672924,Caroline Linden,0062672924,384 pages,"Avon (February 27, 2018)",English,4.2 x 1 x 6.6 inches,5.9 ounces,4.6 out of 5 stars
"Renegade Cowboy (Rocky Mountain Riders) Mass Market Paperback – December 19, 2017",$7.99,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1455540811,Sara Richardson,1455540811,352 pages,"Forever (December 19, 2017)",English,4.2 x 1.1 x 6.9 inches,5.9 ounces,4.6 out of 5 stars
"The Price of Salt Paperback – December 17, 2014",$8.95,Books > Gay & Lesbian > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/0486800296,Patricia Highsmith,0486800296,256 pages,"Dover Publications; Reprint edition (January 14, 2015)",English,5.5 x 0.8 x 8.2 inches,7.2 ounces,4.3 out of 5 stars
"Wired (Buchanan/FBI) Hardcover – July 4, 2017",$19.06,Books > Literature & Fiction > Women's Fiction,In Stock.,http://www.amazon.com/gp/product/0525954465,Julie Garwood,0525954465,320 pages,"Berkley; First Edition edition (July 4, 2017)",English,6.4 x 1.1 x 9.3 inches,1.2 pounds,4.2 out of 5 stars
"At First Sight Mass Market Paperback – June 25, 2013",$8.11,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1455545384,Nicholas Sparks,1455545384,368 pages,"Grand Central Publishing; Reissue edition (June 25, 2013)",English,4.2 x 1 x 6.8 inches,6.4 ounces,4.4 out of 5 stars
