Name,Sale Price,Category,Author,Pages,Publisher,Language,Dimensions,Rating
"Bone Music (The Burning Girl Series) Hardcover – February 1, 2018",$15.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Christopher Rice,450 pages,"Thomas & Mercer (March 1, 2018)",English,5.5 x 1 x 8.2 inches,4.4 out of 5 stars
"The Wind-Up Bird Chronicle: A Novel Paperback – September 1, 1998",$11.52 ,Books > Science Fiction & Fantasy > Fantasy,Haruki MurakamiJay Rubin,607 pages,"Vintage; 1st Vintage International Ed edition (September 1, 1998)",English,5.2 x 1.3 x 8 inches,4.2 out of 5 stars
"Half of a Yellow Sun Paperback – September 4, 2007",$15.26 ,Books > Literature & Fiction > Genre Fiction,Chimamanda Ngozi Adichie,543 pages,"Anchor (September 4, 2007)",English,5.2 x 1 x 8 inches,4.6 out of 5 stars
"The Crucible: A Play in Four Acts Paperback – March 25, 2003",$10.20 ,Books > Literature & Fiction > Dramas & Plays,Arthur Miller,143 pages,"Penguin Classics (March 25, 2003)",English,5.1 x 0.5 x 7.7 inches,4.2 out of 5 stars
"Bellewether Paperback – August 7, 2018",$14.51 ,Books > Literature & Fiction > Genre Fiction,Susanna Kearsley,448 pages,"Sourcebooks Landmark (August 7, 2018)",English,,
"I Am Legend Mass Market Paperback – October 30, 2007",$8.09 ,Books > Literature & Fiction > Genre Fiction,Richard Matheson,320 pages,"Tor Books; 2 edition (October 30, 2007)",English,4.4 x 0.8 x 6.8 inches,4.3 out of 5 stars
"The Bad Daughter: A Novel Hardcover – February 27, 2018",$17.70 ,Books > Literature & Fiction > Genre Fiction,Joy Fielding,368 pages,"Ballantine Books (February 27, 2018)",English,6.4 x 1.2 x 9.6 inches,3.8 out of 5 stars
"The Blinding Knife (Lightbringer) Paperback – August 27, 2013",$9.86 ,Books > Literature & Fiction > Action & Adventure,Brent Weeks,704 pages,"Orbit; First Trade Paperback Edition edition (August 27, 2013)",English,5.5 x 2 x 8.4 inches,4.7 out of 5 stars
"The Restaurant at the End of the Universe Mass Market Paperback – September 27, 1995",$7.99 ,Books > Comics & Graphic Novels > Publishers,Douglas Adams,256 pages,"Del Rey; Reprint edition (September 27, 1995)",English,4.2 x 0.7 x 6.9 inches,4.5 out of 5 stars
"Feversong: A Fever Novel Mass Market Paperback – October 17, 2017",$6.47 ,Books > Science Fiction & Fantasy > Fantasy,Karen Marie Moning,576 pages,"Dell; Reprint edition (October 17, 2017)",English,4.3 x 1.3 x 6.9 inches,4.8 out of 5 stars
"Blood of Elves Mass Market Paperback – May 1, 2009",$8.99 ,Books > Literature & Fiction > Action & Adventure,Andrzej Sapkowski,416 pages,"Orbit; 1 Original edition (May 1, 2009)",English,4.2 x 1.2 x 7 inches,4.4 out of 5 stars
"The First Fifteen Lives of Harry August Paperback – October 21, 2014",$11.90 ,Books > Literature & Fiction > Genre Fiction,Claire North,432 pages,"Redhook (October 21, 2014)",English,5.4 x 1 x 8.1 inches,4.4 out of 5 stars
"Star Wars: A New Dawn Paperback – March 31, 2015",$9.08 ,Books > Literature & Fiction > Genre Fiction,John Jackson Miller,416 pages,"Del Rey (March 31, 2015)",English,4.2 x 1 x 7.5 inches,4.2 out of 5 stars
"Pines (The Wayward Pines Trilogy) Paperback – August 21, 2012",$10.13 ,Books > Literature & Fiction > World Literature,Blake Crouch,309 pages,"Thomas & Mercer (August 21, 2012)",English,5.2 x 0.8 x 8 inches,4.1 out of 5 stars
"2001: a Space Odyssey Mass Market Paperback – September 1, 2000",$8.73 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Arthur C. Clarke,296 pages,"Ace; Reissue edition (September 1, 2000)",English,4.2 x 0.8 x 6.8 inches,4.6 out of 5 stars
"Pathfinder Roleplaying Game: Ultimate Equipment Hardcover – July 19, 2016",$38.33 ,Books > Science Fiction & Fantasy > Gaming,Jason Bulmahn,400 pages,"Paizo Inc.; 2nd edition (July 19, 2016)",English,8.5 x 0.9 x 10.9 inches,4.7 out of 5 stars
"Franny and Zooey Mass Market Paperback – May 1, 1991",$4.36 ,Books > Literature & Fiction > Short Stories & Anthologies,J. D. Salinger,176 pages,"Little, Brown and Company (May 1, 1991)",English,4.8 x 0.5 x 6.8 inches,4.2 out of 5 stars
"Extreme Measures: A Thriller (A Mitch Rapp Novel) Mass Market Paperback – August 25, 2009",$9.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,515 pages,"Pocket Books; Reprint edition (August 25, 2009)",English,4.1 x 1.2 x 7.5 inches,4.7 out of 5 stars
"The Name of the Rose Paperback – April 22, 2014",$9.05 ,Books > Literature & Fiction > Genre Fiction,Umberto Eco,592 pages,"Mariner Books; Reprint edition (April 22, 2014)",English,5.3 x 1.5 x 8 inches,4.0 out of 5 stars
"The Silence of the Lambs (Hannibal Lecter) Mass Market Paperback – February 15, 1991",$7.98 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Thomas Harris,384 pages,"St. Martin's Paperbacks (February 15, 1991)",English,4.2 x 1 x 6.5 inches,4.6 out of 5 stars
"The Hard Way (Jack Reacher) Mass Market Paperback – May 19, 2009",$8.98 ,Books > Literature & Fiction > Action & Adventure,Lee Child,512 pages,"Dell; Reprint edition (May 19, 2009)",English,4.2 x 1.1 x 7.5 inches,4.5 out of 5 stars
"Naked in Death (In Death, Book 1) Mass Market Paperback – July 1, 1995",$5.98 ,"Books > Mystery, Thriller & Suspense > Mystery",J. D. Robb,320 pages,"Berkley (July 1, 1995)",English,4.2 x 0.8 x 6.8 inches,4.6 out of 5 stars
"Free Fire (A Joe Pickett Novel) Paperback – August 2, 2016",$8.98 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,448 pages,"G.P. Putnam's Sons; Reprint edition (August 2, 2016)",English,4.2 x 0.9 x 7.5 inches,4.7 out of 5 stars
"David Baldacci Fall 2018 Hardcover – November 13, 2018",$29.00 ,Books > Literature & Fiction > Action & Adventure,David Baldacci,,"Grand Central Publishing (November 13, 2018)",English,,
"Angle of Repose Paperback – November 4, 2014",$14.22 ,Books > Literature & Fiction > Genre Fiction,Wallace Stegner,672 pages,"Vintage; Reprint edition (November 4, 2014)",English,5.2 x 1.2 x 8 inches,4.3 out of 5 stars
"One Shot (Jack Reacher) Mass Market Paperback – November 6, 2012",$8.93 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,485 pages,"Dell (November 6, 2012)",English,4.2 x 1.2 x 7.5 inches,4.5 out of 5 stars
"Off the Grid (A Joe Pickett Novel) Paperback – March 21, 2017",$8.49 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,400 pages,"G.P. Putnam's Sons (March 21, 2017)",English,4.2 x 1 x 7.5 inches,4.6 out of 5 stars
"The Woman in the Woods: A Thriller (Charlie Parker) Hardcover – June 12, 2018",$24.29 ,"Books > Mystery, Thriller & Suspense > Mystery",John Connolly,,"Atria/Emily Bestler Books (June 12, 2018)",English,6 x 9 inches,
"Protect and Defend Mass Market Paperback – August 26, 2008",$8.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,403 pages,Pocket Books; Reprint edition (2008),English,4.1 x 1 x 7.5 inches,4.7 out of 5 stars
"Is Everyone Hanging Out Without Me? (And Other Concerns) Paperback – September 18, 2012",$8.99 ,Books > Biographies & Memoirs > Arts & Literature,Mindy Kaling,222 pages,"Three Rivers Press (September 18, 2012)",English,5.2 x 0.6 x 8 inches,4.3 out of 5 stars
"Alaskan Holiday: A Novel Hardcover – October 2, 2018",$18.00 ,Books > Literature & Fiction > Genre Fiction,Debbie Macomber,,"Ballantine Books (October 2, 2018)",English,,
"Adjustment Day: A Novel Hardcover – May 1, 2018",$21.83 ,Books > Humor & Entertainment > Humor,Chuck Palahniuk,,"W. W. Norton & Company (May 1, 2018)",English,6.1 x 9.2 inches,
"The Fountainhead Mass Market Paperback – September 1, 1996",$8.85 ,Books > Literature & Fiction > Genre Fiction,Ayn Rand,720 pages,Signet; Anniversary edition (September 1996),English,4.2 x 1.5 x 6.9 inches,4.4 out of 5 stars
"The Complete Fiction of H. P. Lovecraft Hardcover – July 1, 2016",$13.49 ,Books > Literature & Fiction > Genre Fiction,H. P. Lovecraft,,"Chartwell Books; F First Edition edition (July 1, 2016)",English,7 x 2 x 10 inches,4.7 out of 5 stars
"The Last Tudor (The Plantagenet and Tudor Novels) Paperback – February 20, 2018",$11.59 ,Books > Literature & Fiction > Genre Fiction,Philippa Gregory,432 pages,"Touchstone; Reprint edition (February 20, 2018)",English,5.2 x 1.1 x 8 inches,4.1 out of 5 stars
"The Ender Quartet Boxed Set: Ender's Game, Speaker for the Dead, Xenocide, Children of the Mind (The Ender Quintet) Mass Market Paperback – November 4, 2008",$20.54 ,Books > Science Fiction & Fantasy > Fantasy,Orson Scott Card,1760 pages,"Tor Science Fiction; Box edition (November 4, 2008)",English,4.3 x 4.5 x 6.9 inches,4.6 out of 5 stars
"In the Midst of Winter: A Novel Hardcover – October 31, 2017",$17.63 ,Books > Literature & Fiction > Genre Fiction,Isabel Allende,,"Atria Books; First Edition edition (October 31, 2017)",English,6 x 1.2 x 9 inches,4.0 out of 5 stars
"Defectos de un Perfeccionista: Vol. I (Spanish Edition) (Spanish) Paperback – November 11, 2017",$16.73 ,Books > Literature & Fiction > Foreign Language Fiction,Edgar Emilio,89 pages,"Independently published (November 11, 2017)",Spanish,6 x 0.2 x 9 inches,4.8 out of 5 stars
"Persepolis Rising (The Expanse) Hardcover – December 5, 2017",$21.62 ,Books > Science Fiction & Fantasy > Science Fiction,James S. A. Corey,,"Orbit (December 5, 2017)",English,6.5 x 1.8 x 9.5 inches,4.4 out of 5 stars
"The Lost Book of Enki: Memoirs and Prophecies of an Extraterrestrial God Paperback – August 16, 2004",$13.60 ,Books > Literature & Fiction > Genre Fiction,Zecharia Sitchin,336 pages,"Bear & Company; 2 edition (August 16, 2004)",English,6 x 0.9 x 9 inches,4.5 out of 5 stars
"Tolkien Fantasy Tales Box Set (The Tolkien Reader/The Silmarillion/Unfinished Tales/Sir Gawain and the Green Knight) Mass Market Paperback – Box set, July 29, 2003",$17.61 ,Books > Literature & Fiction > Action & Adventure,J.R.R. Tolkien,,"Del Rey; Slp edition (July 29, 2003)",English,4.2 x 3.6 x 7 inches,4.8 out of 5 stars
"Etched in Bone (A Novel of the Others) Mass Market Paperback – February 6, 2018",$8.99 ,Books > Literature & Fiction > Genre Fiction,Anne Bishop,528 pages,"Roc; Reissue edition (February 6, 2018)",English,4.2 x 1.1 x 6.8 inches,4.7 out of 5 stars
"The Magicians Trilogy Boxed Set: The Magicians; The Magician King; The Magician's Land Hardcover – August 5, 2014",$55.11 ,Books > Science Fiction & Fantasy > Fantasy,Lev Grossman,,"Viking; Box edition (August 5, 2014)",English,6.6 x 4.1 x 9.8 inches,4.4 out of 5 stars
"Pathfinder Roleplaying Game: Bestiary 1 Hardcover – August 22, 2017",$34.92 ,Books > Science Fiction & Fantasy > Gaming,Jason Bulmahn,,"Paizo Inc.; F First Edition Used edition (August 22, 2017)",English,8.6 x 0.8 x 10.9 inches,4.7 out of 5 stars
"The Neighborhood: A Novel Hardcover – February 27, 2018",$17.10 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Mario Vargas Llosa,,"Farrar, Straus and Giroux (February 27, 2018)",English,5.8 x 1.1 x 8.6 inches,4.0 out of 5 stars
"The Girl Who Knew Too Much Mass Market Paperback – February 27, 2018",$7.99 ,"Books > Mystery, Thriller & Suspense > Mystery",Amanda Quick,448 pages,"Berkley; Reprint edition (February 27, 2018)",English,4.2 x 1.1 x 6.8 inches,4.4 out of 5 stars
"Probable Claws: A Mrs. Murphy Mystery Hardcover – May 29, 2018",$27.00 ,"Books > Mystery, Thriller & Suspense > Mystery",Rita Mae Brown,,"Bantam (May 29, 2018)",English,6.1 x 0.9 x 9.2 inches,
"Traitor: A Thriller Hardcover – January 30, 2018",$15.98 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jonathan de Shalit,,"Atria/Emily Bestler Books (January 30, 2018)",English,6 x 1 x 9 inches,4.1 out of 5 stars
"Quick & Dirty (A Stone Barrington Novel) Hardcover – October 24, 2017",$16.52 ,Books > Literature & Fiction > Action & Adventure,Stuart Woods,,"G.P. Putnam's Sons (October 24, 2017)",English,6.3 x 1.3 x 9.3 inches,4.3 out of 5 stars
"The Guilty (Will Robie series) Paperback – March 22, 2016",$12.78 ,Books > Literature & Fiction > Action & Adventure,David Baldacci,464 pages,"Grand Central Publishing; Reprint edition (March 22, 2016)",English,5.2 x 1.1 x 8 inches,4.5 out of 5 stars
"Pressing the Issue (A Cookbook Nook Mystery) (Volume 6) Paperback – February 14, 2018",$15.67 ,"Books > Mystery, Thriller & Suspense > Mystery",Daryl Wood Gerber,242 pages,"Beyond the Page Publishing (February 14, 2018)",English,6 x 0.6 x 9 inches,4.6 out of 5 stars
"Lee Child Jack Reacher Books 1-3 Mass Market Paperback – November 6, 2012",$21.93 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,,"Berkley; Box edition (November 6, 2012)",English,4.4 x 3.6 x 7.6 inches,4.5 out of 5 stars
"Eye to Eye: Facing the Consequences of Dividing Israel Paperback – August 27, 2017",$14.99 ,Books > Politics & Social Sciences > Politics & Government,William R. Koenig,576 pages,"Christian Publications; Revised edition (August 27, 2017)",English,9 x 6.1 x 1.3 inches,4.5 out of 5 stars
"Animal 3: Revelations Paperback – November 4, 2014",$12.74 ,Books > Literature & Fiction > United States,K'wan,240 pages,"Cash Money Content (November 4, 2014)",English,5.3 x 0.6 x 8.2 inches,4.5 out of 5 stars
"Leviathan Wakes Paperback – June 15, 2011",$11.55 ,Books > Science Fiction & Fantasy > Science Fiction,James S. A. Corey,592 pages,"Orbit; First Edition edition (June 15, 2011)",English,6 x 1.6 x 9.2 inches,4.5 out of 5 stars
"The Address: A Novel Hardcover – August 1, 2017",$14.59 ,Books > Literature & Fiction > Genre Fiction,Fiona Davis,,"Dutton (August 1, 2017)",English,6.2 x 1.1 x 9.3 inches,4.3 out of 5 stars
"The Skyrim Library - Volumes I, II & III (Box Set) Hardcover – September 12, 2017",$55.96 ,Books > Literature & Fiction > Action & Adventure,Bethesda Softworks,,"Titan Books; Box edition (September 12, 2017)",English,8.5 x 3.4 x 10.9 inches,5.0 out of 5 stars
"Overlord, Vol. 6 (light novel): The Men of the Kingdom Part II Hardcover – January 30, 2018",$13.52 ,Books > Science Fiction & Fantasy > Science Fiction,Kugane Maruyama,,"Yen On (January 30, 2018)",English,6 x 1.2 x 8.6 inches,4.7 out of 5 stars
"The End Of The Fucking World Hardcover – August 22, 2017",$16.99 ,Books > Comics & Graphic Novels > Graphic Novels,Charles Forsman,,"Fantagraphics; 1 edition (August 22, 2017)",English,5.6 x 0.9 x 7.1 inches,4.0 out of 5 stars
"The Music Shop: A Novel Hardcover – January 2, 2018",$17.49 ,Books > Literature & Fiction > Genre Fiction,Rachel Joyce,,"Random House; Paperback, advance copy, uncorrected proof edition (January 2, 2018)",English,6.4 x 1.1 x 9.5 inches,4.4 out of 5 stars
"When God Calls the Heart: Devotions from Hope Valley Hardcover – February 1, 2018",$11.74 ,Books > Christian Books & Bibles > Christian Living,Brian BirdMichelle Cox,,"Broadstreet Publishing Group, LLC (February 1, 2018)",English,5 x 0.4 x 7 inches,5.0 out of 5 stars
"Lamb: The Gospel According to Biff, Christ's Childhood Pal Paperback – May 25, 2004",$8.31 ,Books > Humor & Entertainment > Humor,Christopher Moore,444 pages,"William Morrow Paperbacks; Later Printing edition (May 25, 2004)",English,5.3 x 0.7 x 8 inches,4.6 out of 5 stars
"A Brush with Shadows (A Lady Darby Mystery) Paperback – March 6, 2018",$11.00 ,"Books > Mystery, Thriller & Suspense > Mystery",Anna Lee Huber,384 pages,"Berkley (March 6, 2018)",English,5.2 x 1 x 8 inches,4.9 out of 5 stars
"A Breath of Snow and Ashes (Outlander) Mass Market Paperback – April 29, 2008",$9.42 ,Books > Literature & Fiction > Genre Fiction,Diana Gabaldon,1488 pages,"Dell; Mass Paperback Edition edition (April 29, 2008)",English,4.2 x 2.1 x 6.9 inches,4.8 out of 5 stars
"Tao Te Ching: A New English Version (Perennial Classics) Paperback – September 5, 2006",$7.97 ,Books > Literature & Fiction > Poetry,Lao Tzu,144 pages,"Harper Perennial Modern Classics; Reprint edition (September 5, 2006)",English,5.3 x 0.3 x 8 inches,4.6 out of 5 stars
"I Have No Mouth and I Must Scream: Stories Paperback – June 3, 2014",$10.58 ,Books > Literature & Fiction > Short Stories & Anthologies,Harlan Ellison,162 pages,"Open Road Media (June 3, 2014)",English,5.5 x 0.4 x 8.5 inches,4.1 out of 5 stars
"Into the Fire (Vatta's Peace) Hardcover – February 6, 2018",$18.30 ,Books > Literature & Fiction > Action & Adventure,Elizabeth Moon,,"Del Rey (February 6, 2018)",English,6.4 x 1.5 x 9.5 inches,4.2 out of 5 stars
"Batman by Scott Snyder & Greg Capullo Box Set Paperback – September 13, 2016",$33.96 ,Books > Comics & Graphic Novels > Graphic Novels,Scott Snyder,560 pages,"DC Comics; Collectors edition (September 13, 2016)",English,6.9 x 1.5 x 10.6 inches,4.4 out of 5 stars
"The Hero of Ages: A Mistborn Novel Paperback – October 7, 2014",$7.53 ,Books > Teen & Young Adult > Science Fiction & Fantasy,Brandon Sanderson,768 pages,"Tor Teen; Reprint edition (October 7, 2014)",English,5.4 x 1.4 x 8.2 inches,4.6 out of 5 stars
The Silver Stag (Wild Hunt) (Volume 1),,Books > Science Fiction & Fantasy > Fantasy,Yasmine Galenorn,318 pages,"CreateSpace Independent Publishing Platform; 1 edition (March 1, 2018)",English,5 x 0.8 x 8 inches,4.5 out of 5 stars
"Death March to the Parallel World Rhapsody, Vol. 4 (light novel) (Death March to the Parallel World Rhapsody (light novel)) Paperback – January 30, 2018",$9.80 ,Books > Comics & Graphic Novels > Manga,Hiro Ainana,228 pages,"Yen On (January 30, 2018)",English,5.5 x 0.6 x 8.4 inches,5.0 out of 5 stars
"Mermaids: The Myths, Legends, and Lore Hardcover – May 18, 2012",$9.23 ,Books > Politics & Social Sciences > Social Sciences,Skye Alexander,,"Adams Media (May 18, 2012)",English,5.5 x 0.8 x 7.5 inches,4.5 out of 5 stars
"Death's Mistress: Sister of Darkness: The Nicci Chronicles, Volume I Mass Market Paperback – December 5, 2017",$8.15 ,Books > Literature & Fiction > Action & Adventure,Terry Goodkind,656 pages,"Tor Fantasy; Reprint edition (December 5, 2017)",English,4.2 x 1.4 x 6.9 inches,4.3 out of 5 stars
"Alice's Adventures in Wonderland & Through the Looking-Glass (Bantam Classics) Paperback – May 1, 1984",$5.95 ,Books > Science Fiction & Fantasy > Fantasy,Lewis Carroll,272 pages,"Bantam Classics; Reissue edition (June 1, 1984)",English,4.2 x 0.6 x 6.9 inches,4.4 out of 5 stars
"The Kind Worth Killing: A Novel Paperback – October 4, 2016",$8.62 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Peter Swanson,384 pages,"William Morrow Paperbacks; Reprint edition (October 4, 2016)",English,5.3 x 0.9 x 8 inches,4.4 out of 5 stars
