Name,Sale Price,Category,Author,Pages,Publisher,Language,Dimensions,Rating
"Pandemic Hardcover – December 11, 2018",$22.68 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Robin Cook,400 pages,"G.P. Putnam's Sons (December 11, 2018)",English,6 x 1 x 9 inches,
"Iron Lake: A Novel (Cork O'Connor Mystery Series) Paperback – June 9, 2009",$8.98 ,"Books > Mystery, Thriller & Suspense > Mystery",William Kent Krueger,352 pages,"Atria Books; Reprint edition (June 9, 2009)",English,5.3 x 1 x 8.2 inches,4.4 out of 5 stars
"Kitchen (A Black cat book) Paperback – April 17, 2006",$10.50 ,Books > Literature & Fiction > World Literature,Banana Yoshimoto,160 pages,"Grove Press; 1st Black cat ed edition (April 17, 2006)",English,5 x 0.5 x 7.2 inches,4.3 out of 5 stars
"Nothing to Lose (Jack Reacher) Mass Market Paperback – March 24, 2009",$8.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,560 pages,"Dell; Reprint edition (March 24, 2009)",English,4.2 x 1.4 x 7.5 inches,3.9 out of 5 stars
"Blood Trail (A Joe Pickett Novel) Paperback – August 2, 2016",$8.98 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,352 pages,"G.P. Putnam's Sons; Reprint edition (August 2, 2016)",English,4.2 x 0.9 x 7.6 inches,4.7 out of 5 stars
"2666: A Novel Paperback – September 1, 2009",$15.29 ,Books > Literature & Fiction > United States,Roberto Bolaño,912 pages,"Picador; Reprint edition (September 1, 2009)",English,5.6 x 1.6 x 8.3 inches,4.0 out of 5 stars
"Vengeance Hardcover – October 10, 2017",$17.23 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Newt Gingrich,432 pages,"Center Street; First Edition edition (October 10, 2017)",English,6.4 x 1.4 x 9.4 inches,4.5 out of 5 stars
"The Dispossessed (Hainish Cycle) Mass Market Paperback – October 20, 1994",$3.31 ,Books > Literature & Fiction > Literary,Ursula K. Le Guin,400 pages,"Harper Voyager; Reprint edition (October 20, 1994)",English,4.2 x 1 x 6.8 inches,4.3 out of 5 stars
A Tale of Two Cities (Dover Thrift Editions) Unabridged Edition,,Books > Literature & Fiction > Genre Fiction,Charles Dickens,304 pages,"Dover Publications; Unabridged edition (December 31, 1998)",English,5.2 x 0.8 x 8.2 inches,4.5 out of 5 stars
"Memory Man (Memory Man series) Paperback – February 23, 2016",$8.49 ,Books > Literature & Fiction > Action & Adventure,David Baldacci,509 pages,"Vision; Reissue edition (February 23, 2016)",English,4.2 x 1.2 x 7.8 inches,4.4 out of 5 stars
"Shadows of the Stone Benders (The Anlon Cully Chronicles) (Volume 1) Paperback – May 14, 2016",$14.39 ,Books > Literature & Fiction > Action & Adventure,K Patrick Donoghue,316 pages,"Leaping Leopard Enterprises, LLC; 1 edition (May 14, 2016)",English,6 x 0.8 x 9 inches,4.1 out of 5 stars
"Count to Ten: A Private Novel Paperback – November 14, 2017",$12.10 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James PattersonAshwin Sanghi,400 pages,"Grand Central Publishing; Reprint edition (November 14, 2017)",English,5.2 x 1.1 x 8 inches,3.8 out of 5 stars
"The Light Between Oceans Paperback – April 2, 2013",$13.52 ,Books > Literature & Fiction > Genre Fiction,M.L. Stedman,345 pages,"Scribner; Reprint edition (April 2, 2013)",English,5.2 x 0.7 x 8 inches,4.5 out of 5 stars
"Norwegian Wood Paperback – September 12, 2000",$12.50 ,Books > Literature & Fiction > Contemporary,Haruki MurakamiJay Rubin,298 pages,"Vintage; Translated from Japanese edition (September 12, 2000)",English,5.2 x 0.6 x 8 inches,4.3 out of 5 stars
"A Land Remembered Paperback – September 1, 1996",$8.44 ,Books > Literature & Fiction > Genre Fiction,Patrick D. Smith,403 pages,"Pineapple Press; First Edition edition (September 1, 1996)",English,5.9 x 1.2 x 9 inches,4.7 out of 5 stars
"Hellbent: An Orphan X Novel Hardcover – January 30, 2018",$17.70 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Gregg Hurwitz,416 pages,"Minotaur Books (January 30, 2018)",English,6.5 x 1.2 x 9.5 inches,4.8 out of 5 stars
"The Crow Hardcover – Special Edition, October 10, 2017",$19.49 ,Books > Comics & Graphic Novels > Graphic Novels,J. O'Barr,272 pages,"Gallery 13; Reissue edition (October 10, 2017)",English,6.6 x 0.8 x 10.1 inches,4.6 out of 5 stars
"Ancillary Justice (Imperial Radch) Paperback – October 1, 2013",$9.70 ,Books > Science Fiction & Fantasy > Science Fiction,Ann Leckie,416 pages,"Orbit; Later Printing edition (October 1, 2013)",English,5.5 x 1.2 x 8.2 inches,4.1 out of 5 stars
"The Winter Sea Paperback – December 1, 2010",$10.04 ,Books > Literature & Fiction > Genre Fiction,Susanna Kearsley,544 pages,"Sourcebooks, Inc.; Reprint edition (December 1, 2010)",English,5.3 x 1.5 x 8 inches,4.5 out of 5 stars
"Solaris Paperback – November 20, 2002",$12.02 ,Books > Literature & Fiction > Genre Fiction,Stanislaw Lem,224 pages,Mariner (2002),English,5.3 x 0.7 x 8 inches,3.9 out of 5 stars
"Preacher Book One Paperback – June 18, 2013",$16.10 ,Books > Comics & Graphic Novels > Graphic Novels,Garth Ennis,352 pages,"Vertigo (June 18, 2013)",English,6.6 x 0.5 x 10.2 inches,4.6 out of 5 stars
"Hellboy Library Edition, Volume 4: The Crooked Man and The Troll Witch Hardcover – June 28, 2011",$39.99 ,Books > Comics & Graphic Novels > Graphic Novels,Mike Mignola,312 pages,"Dark Horse Books; Library Edition Volume 4: The Crooked Man and The Troll Witch edition (June 28, 2011)",English,9.3 x 1.2 x 12.3 inches,4.5 out of 5 stars
"Surviving Home: A Novel (The Survivalist Series) Paperback – July 24, 2013",$13.40 ,Books > Literature & Fiction > Action & Adventure,A. American,528 pages,"Plume (July 24, 2013)",English,5.3 x 1.2 x 8 inches,4.6 out of 5 stars
The Odyssey of Homer Reissue Edition,,Books > Literature & Fiction > Poetry,Richmond Lattimore,374 pages,"Harper Perennial Modern Classics; Reissue edition (June 26, 2007)",English,5.3 x 0.9 x 8 inches,4.3 out of 5 stars
"The Tripods Collection: The White Mountains; The City of Gold and Lead; The Pool of Fire; When the Tripods Came Paperback – August 12, 2014",$22.99 ,Books > Children's Books > Science Fiction & Fantasy,John Christopher,1088 pages,"Aladdin; Boxed Set edition (August 12, 2014)",English,5.1 x 3 x 7.6 inches,4.8 out of 5 stars
"Canto Bight (Star Wars): Journey to Star Wars: The Last Jedi Hardcover – December 5, 2017",$16.01 ,Books > Literature & Fiction > Genre Fiction,Saladin AhmedRae CarsonJohn Jackson Miller,320 pages,"Del Rey (December 5, 2017)",English,6.5 x 1.1 x 9.5 inches,3.5 out of 5 stars
The Lands of Ice and Fire (A Game of Thrones): Maps from King's Landing to Across the Narrow Sea,$30.07 ,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,,"Bantam; Media Tie In edition (October 30, 2012)",English,9.1 x 1.6 x 12 inches,4.2 out of 5 stars
"A Taste for Vengeance: A Bruno, Chief of Police novel (Bruno, Chief of Police Series) Hardcover – Deckle Edge, June 12, 2018",$25.95 ,"Books > Mystery, Thriller & Suspense > Mystery",Martin Walker,352 pages,"Knopf (June 12, 2018)",English,5.6 x 1 x 8.2 inches,
"Force of Nature (A Joe Pickett Novel) Paperback – March 5, 2013",$9.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,480 pages,"G.P. Putnam's Sons (March 5, 2013)",English,4.2 x 1 x 7.5 inches,4.7 out of 5 stars
"The Closers (Harry Bosch) Mass Market Paperback – December 16, 2014",$8.00 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Connelly,496 pages,"Grand Central Publishing (December 16, 2014)",English,4.2 x 1 x 7.8 inches,4.6 out of 5 stars
"All Is Not Forgotten: A Novel Paperback – July 18, 2017",$12.95 ,Books > Literature & Fiction > Genre Fiction,Wendy Walker,352 pages,"St. Martin's Griffin; Reprint edition (July 18, 2017)",English,5.5 x 0.9 x 8.2 inches,4.1 out of 5 stars
"Blink: A psychological thriller with a killer twist you'll never forget Paperback – February 15, 2017",$10.24 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",K. L. Slater,326 pages,"Bookouture (February 15, 2017)",English,5.1 x 0.7 x 7.8 inches,4.2 out of 5 stars
"The Perfect Girl: A Novel Paperback – September 6, 2016",$9.41 ,"Books > Mystery, Thriller & Suspense > Mystery",Gilly Macmillan,464 pages,"William Morrow Paperbacks; First Edition edition (September 6, 2016)",English,5.3 x 1 x 8 inches,4.0 out of 5 stars
"Trick Baby Paperback – September 13, 2011",$10.79 ,Books > Literature & Fiction > United States,Iceberg Slim,320 pages,"Cash Money Content; Original ed. edition (September 13, 2011)",English,5.2 x 0.9 x 8 inches,4.3 out of 5 stars
"Pushing Brilliance (Kyle Achilles) (Volume 1) Paperback – July 14, 2016",$14.45 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Tim Tigner,378 pages,"CreateSpace Independent Publishing Platform (July 14, 2016)",English,5.2 x 0.9 x 8 inches,4.6 out of 5 stars
"The Big Book of the Continental Op Paperback – November 28, 2017",$16.37 ,Books > Literature & Fiction > Short Stories & Anthologies,Dashiell Hammett,752 pages,"Vintage Crime/Black Lizard (November 28, 2017)",English,7 x 1.2 x 9.1 inches,5.0 out of 5 stars
"The Little French Bistro: A Novel Hardcover – June 13, 2017",$15.04 ,Books > Literature & Fiction > Women's Fiction,Nina George,320 pages,"Crown; First American Edition edition (June 13, 2017)",English,5.7 x 1.1 x 8.5 inches,3.9 out of 5 stars
"Seven Stones to Stand or Fall: A Collection of Outlander Fiction Hardcover – June 27, 2017",$20.40 ,Books > Literature & Fiction > Genre Fiction,Diana Gabaldon,544 pages,"Delacorte Press; First Edition edition (June 27, 2017)",English,6.5 x 1.6 x 9.5 inches,4.6 out of 5 stars
"Collision Point: A Brute Force Novel Mass Market Paperback – February 27, 2018",$6.47 ,Books > Literature & Fiction > United States,Lora Leigh,336 pages,"St. Martin's Paperbacks (February 27, 2018)",English,4.4 x 0.9 x 6.9 inches,4.0 out of 5 stars
"The Orphan Master's Son: A Novel (Pulitzer Prize for Fiction) Paperback – August 7, 2012",$9.74 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Adam Johnson,442 pages,"Random House Trade Paperbacks; 1 edition (August 7, 2012)",English,5.2 x 1.1 x 8 inches,4.2 out of 5 stars
"Tom Clancy Power and Empire (A Jack Ryan Novel) Hardcover – November 28, 2017",$16.76 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Marc Cameron,592 pages,"G.P. Putnam's Sons; First Edition edition (November 28, 2017)",English,6.2 x 1.8 x 9.3 inches,4.1 out of 5 stars
"Yes Please Paperback – September 1, 2015",$10.25 ,Books > Biographies & Memoirs > Arts & Literature,Amy Poehler,352 pages,"Dey Street Books; Reprint edition (September 1, 2015)",English,6 x 0.8 x 9 inches,4.2 out of 5 stars
"Middlesex: A Novel (Oprah's Book Club) Paperback – June 5, 2007",$10.99 ,Books > Literature & Fiction > Genre Fiction,Jeffrey Eugenides,544 pages,"Picador; 1st edition (June 5, 2002)",English,5.5 x 1 x 8.3 inches,4.3 out of 5 stars
"The Silent Corner: A Novel of Suspense (Jane Hawk) Paperback – October 31, 2017",$9.99 ,Books > Literature & Fiction > Action & Adventure,Dean Koontz,576 pages,"Bantam; Reprint edition (October 31, 2017)",English,4.2 x 1.2 x 7.5 inches,4.4 out of 5 stars
"No Country for Old Men Paperback – July 11, 2006",$10.87 ,Books > Literature & Fiction > Action & Adventure,Cormac McCarthy,309 pages,"Vintage (July 11, 2006)",English,5.2 x 0.7 x 8 inches,4.4 out of 5 stars
"The Red Tent - 20th Anniversary Edition: A Novel Paperback – August 21, 2007",$13.41 ,Books > Literature & Fiction > Genre Fiction,Anita Diamant,352 pages,"Picador; Reissue edition (August 21, 2007)",English,5.5 x 0.9 x 8.3 inches,4.4 out of 5 stars
"Outlander 4-Copy Boxed Set: Outlander, Dragonfly in Amber, Voyager, Drums of Autumn Mass Market Paperback – April 28, 2015",$29.26 ,Books > Literature & Fiction > Genre Fiction,Diana Gabaldon,,"Dell; Reissue edition (April 28, 2015)",English,7 x 4.3 x 6.8 inches,4.8 out of 5 stars
"The Last Wish: Introducing the Witcher Paperback – July 18, 2017",$10.87 ,Books > Literature & Fiction > Genre Fiction,Andrzej Sapkowski,352 pages,"Orbit (July 18, 2017)",English,5.5 x 1 x 8.5 inches,4.6 out of 5 stars
"Dragon Ball (3-in-1 Edition), Vol. 7: Includes Vols. 19, 20 & 21 Paperback – December 2, 2014",$14.99 ,Books > Comics & Graphic Novels > Manga,Akira Toriyama,552 pages,"VIZ Media LLC; 3rd ed. edition (December 2, 2014)",English,5 x 1.3 x 7.5 inches,5.0 out of 5 stars
"Horus Rising (The Horus Heresy) Mass Market Paperback – August 26, 2014",$9.94 ,Books > Science Fiction & Fantasy > Science Fiction,Dan Abnett,416 pages,"Games Workshop; Reprint edition (August 26, 2014)",English,4.2 x 1.2 x 6.7 inches,4.5 out of 5 stars
"Johnny The Homicidal Maniac: Director's Cut Paperback – June 8, 2010",$15.93 ,Books > Literature & Fiction > Genre Fiction,Jhonen Vasquez,96 pages,"SLG Publishing; 19th edition (June 8, 2010)",English,6.4 x 0.6 x 10.1 inches,4.7 out of 5 stars
"The Dog Stars (Vintage Contemporaries) Paperback – May 7, 2013",$13.18 ,Books > Literature & Fiction > Action & Adventure,Peter Heller,336 pages,"Vintage; Reprint edition (May 7, 2013)",English,5.2 x 0.7 x 8 inches,4.3 out of 5 stars
"Batman/Teenage Mutant Ninja Turtles Vol. 1 Paperback – July 25, 2017",$11.55 ,Books > Comics & Graphic Novels > Graphic Novels,James Tynion IV,176 pages,"DC Comics (July 25, 2017)",English,6.7 x 0.3 x 10.2 inches,4.7 out of 5 stars
"HALO: Smoke and Shadow Paperback – January 16, 2018",$7.66 ,Books > Science Fiction & Fantasy > Science Fiction,Kelly Gay,176 pages,"Gallery Books; Reprint edition (January 16, 2018)",English,5.3 x 0.5 x 8.2 inches,4.5 out of 5 stars
"Only the End of the World Again Hardcover – February 6, 2018",$13.51 ,Books > Comics & Graphic Novels > Graphic Novels,Neil Gaiman,152 pages,"Dark Horse Books (February 6, 2018)",English,6.9 x 0.6 x 10.5 inches,3.8 out of 5 stars
"Cast in Deception (The Chronicles of Elantra) Paperback – January 23, 2018",$10.99 ,Books > Literature & Fiction > Action & Adventure,Michelle Sagara,512 pages,"MIRA (January 23, 2018)",English,5.3 x 1.2 x 8 inches,4.4 out of 5 stars
"Night Shift (A Novel of Midnight, Texas) Paperback – February 7, 2017",$8.18 ,"Books > Mystery, Thriller & Suspense > Mystery",Charlaine Harris,400 pages,"Ace (February 7, 2017)",English,4.2 x 1 x 7.5 inches,4.7 out of 5 stars
"An Echo of Things to Come (The Licanius Trilogy) Hardcover – August 22, 2017",$19.38 ,Books > Literature & Fiction > World Literature,James Islington,752 pages,"Orbit; 1 edition (August 22, 2017)",English,6.5 x 2.2 x 9.5 inches,4.6 out of 5 stars
"Arm of the Sphinx (The Books of Babel) Paperback – March 13, 2018",$10.99 ,Books > Literature & Fiction > Action & Adventure,Josiah Bancroft,448 pages,"Orbit (March 13, 2018)",English,5.5 x 1.2 x 8.2 inches,4.8 out of 5 stars
"Biscuits and Slashed Browns (A Country Store Mystery) Mass Market Paperback – January 30, 2018",$7.99 ,"Books > Mystery, Thriller & Suspense > Mystery",Maddie Day,292 pages,"Kensington (January 30, 2018)",English,4.1 x 0.8 x 7.9 inches,4.6 out of 5 stars
"Stay Hidden (Mike Bowditch Mysteries) Hardcover – July 3, 2018",$26.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Paul Doiron,336 pages,"Minotaur Books (July 3, 2018)",English,,
"Stone Cold (A Joe Pickett Novel) Paperback – March 3, 2015",$7.48 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,432 pages,"G.P. Putnam's Sons (March 3, 2015)",English,4.2 x 0.9 x 7.6 inches,4.5 out of 5 stars
"The Girl I Used to Be Paperback – May 2, 2017",$6.98 ,Books > Teen & Young Adult > Literature & Fiction,April Henry,256 pages,"Square Fish; Reprint edition (May 2, 2017)",English,5.5 x 0.7 x 8.2 inches,4.3 out of 5 stars
"The Family Business 2 Mass Market Paperback – June 30, 2015",$6.79 ,Books > Literature & Fiction > United States,Carl Weber,304 pages,"Urban Books; Reprint edition (June 30, 2015)",English,4.1 x 1.2 x 6.7 inches,4.7 out of 5 stars
"Pretty Girls Mass Market Paperback – April 26, 2016",$8.47 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Karin Slaughter,592 pages,"William Morrow; Reprint edition (April 26, 2016)",English,4.2 x 1.3 x 7.5 inches,4.1 out of 5 stars
"Death at La Fenice: A Commissario Guido Brunetti Mystery Paperback – July 27, 2004",$9.27 ,"Books > Mystery, Thriller & Suspense > Mystery",Donna Leon,270 pages,"Harper Perennial; Reprint edition (July 27, 2004)",English,5.3 x 0.6 x 8 inches,4.3 out of 5 stars
"Watch Me Disappear: A Novel Hardcover – July 11, 2017",$16.11 ,Books > Literature & Fiction > Genre Fiction,Janelle Brown,368 pages,"Spiegel & Grau; First Edition edition (July 11, 2017)",English,6.3 x 1.3 x 9.5 inches,4.2 out of 5 stars
"Birds of a Feather (Maisie Dobbs) Paperback – August 4, 2015",$10.84 ,"Books > Mystery, Thriller & Suspense > Mystery",Jacqueline Winspear,320 pages,"Soho Crime; Reprint edition (August 4, 2015)",English,5 x 0.9 x 7.5 inches,4.5 out of 5 stars
"Lost Light (A Harry Bosch Novel) Mass Market Paperback – September 30, 2014",$9.78 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Connelly,384 pages,"Grand Central Publishing; Reprint edition (September 30, 2014)",English,4.2 x 1 x 7.5 inches,4.6 out of 5 stars
"Mark of the Lion : A Voice in the Wind, An Echo in the Darkness, As Sure As the Dawn (Vol 1-3) Paperback – September 1, 1998",$27.47 ,Books > Christian Books & Bibles > Literature & Fiction,Francine Rivers,520 pages,"Tyndale House Publishers, Inc.; Gift edition (September 1, 1998)",English,6.1 x 4.4 x 9.1 inches,4.9 out of 5 stars
"The White Album: Essays (FSG Classics) Paperback – November 10, 2009",$12.14 ,Books > Literature & Fiction > Essays & Correspondence,Joan Didion,224 pages,"Farrar, Straus and Giroux; 59246th edition (November 10, 2009)",English,5.5 x 0.6 x 8.2 inches,4.4 out of 5 stars
"Alternate Side: A Novel Hardcover – March 20, 2018",$25.20 ,Books > Literature & Fiction > Genre Fiction,Anna Quindlen,304 pages,"Random House (March 20, 2018)",English,6.4 x 1 x 9.5 inches,3.2 out of 5 stars
"Go, Went, Gone Paperback – September 26, 2017",$11.52 ,Books > Literature & Fiction > World Literature,Jenny Erpenbeck,320 pages,"New Directions; Reprint edition (September 26, 2017)",English,5.4 x 0.9 x 8 inches,4.7 out of 5 stars
"Shattered (Steel Brothers Saga) Paperback – August 29, 2017",$9.54 ,Books > Literature & Fiction > United States,Helen Hardt,300 pages,"Waterhouse Press (August 29, 2017)",English,5.5 x 0.8 x 8.2 inches,4.7 out of 5 stars
"Child of a Mad God: A Tale of the Coven Hardcover – February 6, 2018",$17.10 ,Books > Literature & Fiction > Genre Fiction,R. A. Salvatore,496 pages,"Tor Books (February 6, 2018)",English,6.5 x 1.6 x 9.4 inches,4.4 out of 5 stars
"The Death of Mrs. Westaway Hardcover – May 29, 2018",$24.29 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Ruth Ware,384 pages,"Gallery/Scout Press (May 29, 2018)",English,6 x 9 inches,
"Leaving Time (with bonus novella Larger Than Life): A Novel Paperback – April 28, 2015",$10.40 ,Books > Literature & Fiction > Genre Fiction,Jodi Picoult,496 pages,"Ballantine Books; Reprint edition (April 28, 2015)",English,5.5 x 1 x 8.2 inches,4.3 out of 5 stars
"Dark Tide Rising: A William Monk Novel Hardcover – September 18, 2018",$25.20 ,Books > Literature & Fiction > Genre Fiction,Anne Perry,304 pages,"Ballantine Books (September 18, 2018)",English,,
"Sourdough: A Novel Hardcover – September 5, 2017",$17.68 ,Books > Literature & Fiction > Women's Fiction,Robin Sloan,272 pages,"MCD; First Edition edition (September 5, 2017)",English,5.9 x 1 x 8.4 inches,4.1 out of 5 stars
"Thief: Ratcatchers, Volume Two: A Fantasy Hardboiled (Volume 2) Paperback – April 15, 2014",$14.19 ,Books > Science Fiction & Fantasy > Fantasy,Matthew Colville,400 pages,"Panic Volcanic; 1 edition (April 15, 2014)",English,5 x 1 x 8 inches,4.8 out of 5 stars
"A Scanner Darkly Paperback – October 18, 2011",$11.85 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Philip K. Dick,304 pages,"Mariner Books; Reprint edition (October 18, 2011)",English,5.3 x 0.7 x 8 inches,4.3 out of 5 stars
"Pushing On: A Post-Apocalyptic EMP Survival Thriller (The EMP) Paperback – December 9, 2017",$11.99 ,Books > Literature & Fiction > Action & Adventure,Ryan Westfield,250 pages,"Independently published (December 9, 2017)",English,5 x 0.6 x 8 inches,4.2 out of 5 stars
"Batman by Grant Morrison Omnibus Vol. 1 Hardcover – July 10, 2018",$67.50 ,Books > Comics & Graphic Novels > Graphic Novels,Grant Morrison,672 pages,"DC Comics (July 10, 2018)",English,,
"Supernatural: John Winchester Hardcover Ruled Journal (Insights Journals) Hardcover – September 12, 2017",$15.14 ,Books > Literature & Fiction > Genre Fiction,Insight Editions,192 pages,"Insights; Jou edition (September 12, 2017)",English,5.2 x 0.8 x 8.2 inches,3.6 out of 5 stars
"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 9 (light novel) (Is It Wrong to Pick Up Girls in a Dungeon?) Paperback – September 19, 2017",$11.97 ,Books > Teen & Young Adult > Literature & Fiction,Fujino Omori,272 pages,"Yen On (September 19, 2017)",English,5.5 x 0.8 x 8.2 inches,4.4 out of 5 stars
"Bradbury Stories: 100 of His Most Celebrated Tales Paperback – April 5, 2005",$17.37 ,Books > Literature & Fiction > Short Stories & Anthologies,Ray Bradbury,912 pages,"William Morrow Paperbacks; Perennial ed. edition (April 5, 2005)",English,6.1 x 1.5 x 9.2 inches,4.6 out of 5 stars
"Star Wars: Lost Tribe of the Sith - The Collected Stories (Star Wars: Lost Tribe of the Sith - Legends) Paperback – July 24, 2012",$12.95 ,Books > Science Fiction & Fantasy > Science Fiction,John Jackson Miller,432 pages,"Del Rey (July 24, 2012)",English,5.5 x 0.9 x 8.2 inches,4.3 out of 5 stars
"The Exile: An Outlander Graphic Novel Hardcover – September 21, 2010",$16.79 ,Books > Comics & Graphic Novels > Graphic Novels,Diana Gabaldon,224 pages,"Del Rey; First Edition edition (September 21, 2010)",English,6.5 x 0.7 x 9.5 inches,3.1 out of 5 stars
"Spoonbenders: A novel Hardcover – Deckle Edge, June 27, 2017",$19.00 ,Books > Literature & Fiction > Genre Fiction,Daryl Gregory,416 pages,"Knopf (June 27, 2017)",English,6.7 x 1.4 x 9.6 inches,4.2 out of 5 stars
"Raven Black: Book One of the Shetland Island Quartet (Shetland Island Mysteries) Paperback – June 24, 2008",$11.12 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Ann Cleeves,384 pages,"Minotaur Books; 1st edition (June 24, 2008)",English,5.6 x 1 x 8.1 inches,4.3 out of 5 stars
"A Serpent's Tooth: A Longmire Mystery Paperback – April 29, 2014",$13.10 ,Books > Literature & Fiction > Genre Fiction,Craig Johnson,368 pages,"Penguin Books; Advance Copy edition (April 29, 2014)",English,5 x 0.6 x 7.7 inches,4.6 out of 5 stars
"American Assassin: A Thriller (A Mitch Rapp Novel) Paperback – August 15, 2017",$11.38 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,464 pages,"Atria/Emily Bestler Books; Media Tie-In edition (August 15, 2017)",English,5.3 x 1.3 x 8.2 inches,4.5 out of 5 stars
"Into the Black Nowhere: An UNSUB Novel Hardcover – January 30, 2018",$16.25 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Meg Gardiner,368 pages,"Dutton (January 30, 2018)",English,6.2 x 1.2 x 9.2 inches,4.5 out of 5 stars
"What She Left Behind Paperback – December 31, 2013",$9.95 ,Books > Literature & Fiction > Genre Fiction,Ellen Marie Wiseman,336 pages,"Kensington; 1st edition (December 31, 2013)",English,5.6 x 0.9 x 8.3 inches,4.2 out of 5 stars
"Barbed Wire Heart Hardcover – March 6, 2018",$21.97 ,Books > Literature & Fiction > Action & Adventure,Tess Sharpe,416 pages,"Grand Central Publishing; 1 edition (March 6, 2018)",English,6.4 x 1.4 x 9.2 inches,4.1 out of 5 stars
"61 Hours (Jack Reacher) Mass Market Paperback – Unabridged, September 28, 2010",$7.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,494 pages,"Delacorte Press; 1st edition (September 28, 2010)",English,4.2 x 1.2 x 7.5 inches,4.3 out of 5 stars
"Breakthrough Paperback – June 13, 2013",$11.17 ,Books > Literature & Fiction > Action & Adventure,Michael C. Grumley,322 pages,"CreateSpace Independent Publishing Platform; First Thus Used edition (June 13, 2013)",English,5 x 0.7 x 8 inches,4.3 out of 5 stars
"Turbo Twenty-Three: A Stephanie Plum Novel Mass Market Paperback – September 5, 2017",$6.44 ,Books > Literature & Fiction > United States,Janet Evanovich,352 pages,"Bantam; Reissue edition (September 5, 2017)",English,4.2 x 0.9 x 6.9 inches,4.3 out of 5 stars
"Neighborly: A Novel Hardcover – February 1, 2018",$15.99 ,Books > Literature & Fiction > Women's Fiction,Ellie Monago,307 pages,"Lake Union Publishing (March 1, 2018)",English,5.5 x 1 x 8.2 inches,3.9 out of 5 stars
"Before the Fall Paperback – June 6, 2017",$10.40 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Noah Hawley,416 pages,"Grand Central Publishing; Reprint edition (June 6, 2017)",English,5.4 x 1.1 x 8 inches,4.0 out of 5 stars
"Melt (Steel Brothers Saga) Paperback – December 20, 2016",$12.83 ,Books > Literature & Fiction > United States,Helen Hardt,288 pages,"Waterhouse Press (December 20, 2016)",English,5.2 x 1 x 8.2 inches,4.7 out of 5 stars
"The Unbearable Lightness of Being: A Novel Paperback – Deckle Edge, October 27, 2009",$13.31 ,Books > Literature & Fiction > Classics,Milan Kundera,320 pages,"Harper Perennial Modern Classics; Deluxe edition (October 27, 2009)",English,5.5 x 0.8 x 8.2 inches,4.1 out of 5 stars
"Mudbound (movie tie-in) Paperback – October 31, 2017",$12.54 ,Books > Politics & Social Sciences > Sociology,Hillary Jordan,340 pages,"Algonquin Books; Media tie-in edition (October 31, 2017)",English,5 x 1.2 x 9 inches,4.5 out of 5 stars
"Surrender (Steel Brothers Saga) Paperback – May 16, 2017",$10.87 ,Books > Literature & Fiction > United States,Helen Hardt,288 pages,"Waterhouse Press (May 16, 2017)",English,5.2 x 0.8 x 8 inches,4.6 out of 5 stars
"Mrs. Caliban Paperback – November 28, 2017",$9.77 ,Books > Science Fiction & Fantasy > Fantasy,Rachel Ingalls,128 pages,"New Directions; Reprint edition (November 28, 2017)",English,5.2 x 0.4 x 8 inches,4.0 out of 5 stars
"The Sandman, Vol. 4: Season of Mists Paperback – February 1, 2011",$15.99 ,Books > Comics & Graphic Novels > Graphic Novels,Neil Gaiman,192 pages,"Vertigo; New edition edition (February 1, 2011)",English,6.7 x 0.4 x 10.2 inches,4.6 out of 5 stars
"Spider-Man: Maximum Carnage Paperback – December 13, 2006",$20.94 ,Books > Comics & Graphic Novels > Graphic Novels,Tom Defalco,336 pages,"Marvel; Direct Ed edition (December 13, 2006)",English,6.6 x 0.5 x 10.2 inches,4.1 out of 5 stars
