Name,Sale Price,Category,Author,Pages,Publisher,Language,Dimensions,Rating
The Highlander's Touch,$7.19 ,Books > Literature & Fiction > Fiction > Romance > Historical > Best seller ranking: > # > 21108 >  > in > Books > # > 624 >  > in > Books > Romance > # > 40 >  > in > Books > Romance > Historical,"Moning, Karen Marie",356,Random House,English,7.00 x 4.25 x 1.00 Inches,5
ENDER IN EXILE,$7.52 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,Orson Scott Card,480,Tom Doherty AssociatesTor Science Fiction,English,173.23 x 106.43 x 1.23 Millimeters,
Big Little Lies,$15.79 ,Books > Literature & Fiction > Fiction > Contemporary Women > Best seller ranking: > # > 6408 >  > in > Books > # > 544 >  > in > Books > Literature & Fiction > # > 14 >  > in > Books > Literature & Fiction > Contemporary Women,Liane Moriarty,480,BerkleyPenguin Publishing Group,English,9.31 x 6.31 x 1.50 Inches (US),5
The Litigators,$8.23 ,Books > Literature & Fiction > Fiction > Legal > Best seller ranking: > # > 2890 >  > in > Books > # > 13 >  > in > Books > Mystery & Suspense > # > 7 >  > in > Books > Mystery & Suspense > Thrillers,John Grisham,488,Bantam Dell,English,7.75 x 4.25 x 1.25 Inches,
The Path of Daggers,$16.32 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Robert Jordan,528,Tom Doherty AssociatesTor Books,English,9.19 x 6.70 x 1.01 Inches (US),
Nekomonogatari,$10.20 ,Books > Literature & Fiction > Fiction > Action & Adventure,Nisiosin,295,Random House Inc,English,7.75 x 5.50 x 0.75 Inches,
Wild Fire,$13.61 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Political",Nelson DeMille,544,Grand Central Publishing,English,8.00 x 5.25 x 1.38 Inches (US),
Bay of Sighs,$9.73 ,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 1227 >  > in > Books > # > 57 >  > in > Books > ARCHIVE > # > 14 >  > in > Books > ARCHIVE > Books Misc,Nora Roberts,352,BerkleyPenguin Publishing Group,English,,5
The Legacy,$7.84 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Salvatore, R. A.",341,Wizards of the Coast,English,7.25 x 4.25 x 1.00 Inches,
CRUCIBLE: STAR WARS,$7.97 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"DENNING, TROY",400,Random House,English,7.00 x 4.25 x 1.00 Inches,
The Alienist,$8.86 ,Books > Literature & Fiction > Fiction > General,Caleb Carr,,Simon &amp; Schuster Audio,English,5.88 x 5.12 x 0.75 Inches (US),
A Darker Shade of Magic,$13.44 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical,V. E. Schwab,416,Tom Doherty AssociatesTor Books,,8.25 x 5.54 x 1.13 Inches (US),
A Clash of Kings,$8.28 ,Books > Literature & Fiction > Fiction > Action & Adventure > Best seller ranking: > # > 8793 >  > in > Books > # > 800 >  > in > Books > Literature & Fiction > # > 72 >  > in > Books > Literature & Fiction > Fantasy,"Martin, George R. R.",1009,Random House,English,7.00 x 4.25 x 2.00 Inches,5
Kill Shot : An American Assassin Thriller,$8.15 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 6578 >  > in > Books > # > 51 >  > in > Books > Mystery & Suspense > # > 22 >  > in > Books > Mystery & Suspense > Thrillers",Vince Flynn,464,Pocket Books,English,190.50 x 104.78 x 25.40 Millimeters,
Dead Connection,$17.73 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural",Alafair Burke,352,St. Martin's PressSt. Martin's Griffin,English,8.00 x 5.00 x 19.94 Inches (US),
Circle's End,$6.28 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,Lisanne Norman,720,DAW,English,6.75 x 4.19 x 1.25 Inches (US),
Sword Art Online 10,$10.47 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"AbecKawahara, RekiPaul, Stephen",231,Yen Pr,English,5.50 x 8.50 x 1.00 Inches,
The Scarlet Letter,$4.50 ,Books > Literature & Fiction > Fiction > Classics > Best seller ranking: > # > 5646 >  > in > Books > # > 474 >  > in > Books > Literature & Fiction > # > 31 >  > in > Books > Literature & Fiction > Classics,"Hawthorne, Nathaniel",192,Dover Pubns,English,5.25 x 8.25 x 0.50 Inches,
Second Foundation,$7.19 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Asimov, Isaac",304,Random House,English,7.00 x 4.25 x 0.75 Inches,
The Blade Itself,$12.38 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Joe Abercrombie,560,Orbit,English,9.25 x 6.00 x 1.50 Inches (US),
SEPARATE PEACE,$7.70 ,Books > Literature & Fiction > Fiction > Coming of Age > Best seller ranking: > # > 1653 >  > in > Books > # > 112 >  > in > Books > Literature & Fiction > # > 21 >  > in > Books > Literature & Fiction > General,John Knowles,208,Scribner,English,8.44 x 139.70 x 15.24 Inches (US),3.6667
NO MAN'S LAND,$6.96 ,Books > Walmart Best Sellers,David Baldacci,544,VisionGrand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),
End of Watch,$10.19 ,Books > Literature & Fiction > Fiction > Horror,"King, Stephen",613,Christian Large Print,English,8.50 x 5.50 x 1.25 Inches,
The 17th Suspect,$20.28 ,Books > Mother's Day Books > Mother's Day Gift Guide Books,James Patterson,368,"Little, Brown and Company",English,,
Dime Store Magic,$9.78 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,"Armstrong, Kelley",444,Random House,English,8.00 x 4.25 x 1.25 Inches,
War and Peace,$11.00 ,Books > Literature & Fiction > Fiction > Classics,"Tolstoy, Leo",1146,Dover Pubns,English,8.00 x 5.00 x 2.00 Inches,
Alex Cross,$13.25 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",James Patterson,432,Grand Central Publishing,English,8.00 x 5.25 x 1.25 Inches (US),
Bloodline (Star Wars),$8.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,Claudia Gray,432,Delrey,English,7.50 x 4.00 x 1.00 Inches,
The Tau Ceti Agenda,$7.08 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Travis Taylor,448,Baen,English,6.75 x 4.19 x 1.20 Inches (US),
Underworld,$7.19 ,Books > Literature & Fiction > Fiction > Media Tie-Ins,"Perry, S. D.",277,Random House,English,7.00 x 4.25 x 1.00 Inches,
The Sea Without a Shore,$8.53 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,David Drake,512,Baen,English,6.75 x 4.19 x 1.20 Inches (US),
The Terror,$9.54 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",Dan Simmons,992,"Little, Brown and Company",English,7.00 x 4.25 x 1.75 Inches (US),
Seduced,$13.25 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Payne, Angel",379,Ingram Pub Services,English,8.00 x 5.00 x 1.00 Inches,
Finger Lickin' Fifteen,$6.98 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Janet Evanovich,352,St. Martin's PressSt. Martin's Paperbacks,English,170.94 x 107.95 x 0.92 Millimeters,
The Garden of Small Beginnings,,Books > Literature & Fiction > Fiction > Contemporary Women,Abbi Waxman,368,BerkleyPenguin Publishing Group,,,
The Belgariad,$13.91 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Eddings, David",656,Random House Inc,English,9.00 x 6.00 x 1.25 Inches,5
MIDNIGHT & MEANING-AA,$14.46 ,Books > Literature & Fiction > Fiction > African American > Best seller ranking: > # > 4156 >  > in > Books > # > 319 >  > in > Books > Literature & Fiction > # > 4 >  > in > Books > Literature & Fiction > African-American,Sister Souljah,624,Washington Square Press,English,8.25 x 5.31 x 40.64 Inches (US),
Three Years Lost in Space,$16.95 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Goddard, Mark",206,Iuniverse Inc,English,6.00 x 9.00 x 0.50 Inches,
ONE WITH YOU: CROSSFIRE #5,$11.67 ,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 323 >  > in > Books > # > 10 >  > in > Books > ARCHIVE > # > 1 >  > in > Books > ARCHIVE > Romance,"DAY, SYLVIA",0,St Martins Pr,English,8.25 x 5.50 x 1.50 Inches,4
The Thief,$19.04 ,Books > Literature & Fiction > Fiction > Romance > Fantasy,"Ward, J. R.",432,Random House Inc,English,6.00 x 9.00 x 8.00 Inches,
The Wettest County in the World: A Novel Based on a True Story,$3.99 ,Books > Literature & Fiction > Fiction > Literary > Best seller ranking: > # > 8666 >  > in > Books > # > 789 >  > in > Books > Literature & Fiction > # > 54 >  > in > Books > Literature & Fiction > Literary,Matt Bondurant,320,Scribner,English,8.44 x 139.70 x 22.86 Inches (US),4
1984,$8.24 ,Books > Literature & Fiction > Fiction > Classics,"Orwell, George",349,Penguin Random House Grupo USA,Spanish,7.50 x 5.00 x 0.75 Inches,
Dance Hall Of The Dead,$12.44 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Hillerman, TonyGuidall, George",5,Harperaudio,English,5.25 x 6.00 x 0.75 Inches,
Armada,$15.48 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure > Best seller ranking: > # > 4525 >  > in > Books > # > 347 >  > in > Books > Literature & Fiction > # > 21 >  > in > Books > Literature & Fiction > Science Fiction,"Cline, Ernest",355,Random House Inc,English,9.50 x 6.25 x 1.00 Inches,5
The Lone Drow,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Salvatore, R. A.",384,Wizards of the Coast,English,7.00 x 4.50 x 1.00 Inches,
The Harsh Mistress of the City,$10.95 ,Books > Literature & Fiction > Fiction > Media Tie-Ins,"Murata, RangeKawakami, RyoIsayama, Hajime",188,Random House Inc,English,5.50 x 7.75 x 0.50 Inches,
Split Second,$8.87 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 11443 >  > in > Books > # > 108 >  > in > Books > Mystery & Suspense > # > 43 >  > in > Books > Mystery & Suspense > Thrillers",David Baldacci,528,Grand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),
Lockdown,$7.19 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Schreiber, Joe",396,Random House,English,6.90 x 4.10 x 1.00 Inches,
Zoo,$9.94 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 1624 >  > in > Books > # > 110 >  > in > Books > Literature & Fiction > # > 19 >  > in > Books > Literature & Fiction > General",James PattersonMichael Ledwidge,400,VisionGrand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),
The Bishop's Pawn,$20.28 ,Books > Summer Reading Books > Beach Reads,Steve Berry,352,St. Martin's PressMinotaur Books,English,9.25 x 155.57 x 1.00 Inches (US),
The Lost World,$7.99 ,Books > Literature & Fiction > Fiction > Action & Adventure > Best seller ranking: > # > 3212 >  > in > Books > # > 17 >  > in > Books > Mystery & Suspense > # > 2 >  > in > Books > Mystery & Suspense > Suspense,"Crichton, Michael",416,Random House,English,7.75 x 4.50 x 1.00 Inches,4
Killer Chef,$6.20 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General",James Patterson,144,"BookShotsLittle, Brown and Company",English,,
JURASSIC PARK: A NOVEL,$8.79 ,Seasonal > Jurassic Park > Jurassic Park - Shop all > Best seller ranking: > # > 2016 >  > in > Books > # > 8 >  > in > Books > Mystery & Suspense > # > 4 >  > in > Books > Mystery & Suspense > Thrillers,"CRICHTON, MICHAEL",464,Random House,English,8.00 x 4.25 x 1.25 Inches,4
BETRAYAL,$5.59 ,Books > Literature & Fiction > Fiction > Contemporary Women > Best seller ranking: > # > 4466 >  > in > Books > # > 342 >  > in > Books > Literature & Fiction > # > 6 >  > in > Books > Literature & Fiction > Contemporary Women,"STEEL, DANIELLE",384,Random House,English,7.00 x 4.25 x 1.25 Inches,5
The Essential Tales of H.P. Lovecraft,$11.55 ,Books > Literature & Fiction > Fiction > Horror,"Lovecraft, H. P.",428,Motorbooks Intl,English,8.00 x 6.00 x 1.00 Inches,
Star Bright,$5.87 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,Catherine Anderson,432,BerkleyPenguin Publishing Group,English,6.76 x 4.25 x 1.09 Inches (US),5
War for the Planet of the Apes,$8.90 ,Books > Literature & Fiction > Fiction > Media Tie-Ins,"Cox, Greg",318,Random House,English,6.75 x 4.25 x 1.00 Inches,
Aincrad,$10.47 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Reki Kawahara,256,Yen PressYen On,English,,
Sleeping Beauties : A Novel,$19.64 ,Books > Walmart Best Sellers,Stephen KingOwen King,720,Scribner,English,9.25 x 155.57 x 53.34 Inches (US),
Nemesis Games,$14.06 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,James S. A. Corey,576,Orbit,English,9.25 x 6.00 x 1.50 Inches (US),
His Loving Caress,$4.87 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Shaw, Candace",218,Harlequin Books,English,7.00 x 4.25 x 0.70 Inches,
Tricky Twenty-two,$8.09 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","EVANOVICH, JANET",352,Random House,English,6.90 x 4.20 x 0.80 Inches,
The Cartel,$7.99 ,Books > Literature & Fiction > Fiction > African American > Best seller ranking: > # > 1518 >  > in > Books > # > 95 >  > in > Books > Literature & Fiction > # > 15 >  > in > Books > Literature & Fiction > General,JaQuavisAshley,346,Kensington Pub Corp,English,6.75 x 4.13 x 1.25 Inches,
Born of Legend: The League Nemesis Rising,$6.06 ,Books > Literature & Fiction > Fiction > Romance > Fantasy,Sherrilyn Kenyon,848,St Martins Pr Inc,English,6.00 x 4.25 x 1.50 Inches,
The Escape Artist,$22.11 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",Brad Meltzer,592,Grand Central Publishing,English,9.38 x 6.50 x 1.75 Inches (US),
Michael Tolliver Lives,$11.31 ,Books > Literature & Fiction > Fiction > LGBT,"Maupin, Armistead",277,Harpercollins,English,5.50 x 8.00 x 0.75 Inches,
Neuromancer,$18.69 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Hard Science Fiction,William Gibson,304,Penguin ClassicsPenguin Publishing Group,English,,
"CARTEL 6: THE DEMISE, THE - AA",$10.98 ,Books > Literature & Fiction > Fiction > Action & Adventure > Best seller ranking: > # > 12956 >  > in > Books > # > 644 >  > in > Books > ARCHIVE > # > 168 >  > in > Books > ARCHIVE > Books Misc,Ashley &amp; JaQuavis,320,St. Martin's PressSt. Martin's Griffin,English,8.25 x 5.54 x 0.88 Inches (US),5
The Beautiful Mystery,$14.19 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional > Best seller ranking: > # > 54151 >  > in > Books > # > 720 >  > in > Books > Mystery & Suspense > # > 22 >  > in > Books > Mystery & Suspense > Traditional British",Louise Penny,400,St. Martin's PressMinotaur Books,English,8.23 x 139.95 x 1.07 Inches (US),
The Killing Lessons,$4.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",Saul Black,400,St. Martin's Press,English,9.40 x 6.47 x 34.29 Inches (US),
Wolf Of The Plains,$4.99 ,Books > Literature & Fiction > Fiction > Historical,"Iggulden, Conn",461,Harper Collins,,7.80 x 5.02 x 1.28 Inches,
Sentinel (The Fifth Covenant Novel) (Covenant Series) (Paperback),$15.37 ,Books > Literature & Fiction > Fiction > Romance > General,"Armentrout, Jennifer L.",,Hodder &amp;amp; Stoughton General Division,,,
The Philosopher's Flight,$20.34 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical,Tom Miller,432,Simon &amp; Schuster,English,228.60 x 6.00 x 1.25 Millimeters,
The Delirium Brief,$9.57 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,Charles Stross,384,Tom Doherty AssociatesTor.com,English,,
ECHO IN THE BONE,$14.82 ,Books > Literature & Fiction > Fiction > Historical > Best seller ranking: > # > 5397 >  > in > Books > # > 446 >  > in > Books > Literature & Fiction > # > 10 >  > in > Books > Literature & Fiction > Historical,"GABALDON, DIANA",864,Random House Inc,English,6.00 x 9.00 x 2.00 Inches,
Broken Circle,$9.28 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,John Shirley,352,Gallery Books,English,8.25 x 5.31 x 22.86 Inches (US),
Dead to the World,$7.03 ,Books > Literature & Fiction > Fiction > Romance > Paranormal,Charlaine Harris,320,AcePenguin Publishing Group,English,,5
SECRETS IN DEATH,$5.83 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural",J.D. Robb,416,St. Martin's PressSt. Martin's Paperbacks,,6.75 x 104.78 x 27.81 Inches (US),
What She Knew,$9.97 ,Books > Literature & Fiction > Fiction > Psychological,"Macmillan, Gilly",472,HarperCollins,English,8.00 x 5.50 x 1.25 Inches,
Into Darkness,$10.00 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Alan Dean Foster,320,Pocket Books/Star Trek,English,8.25 x 5.31 x 22.86 Inches (US),4.5
Brief Cases,$25.20 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,Jim Butcher,,AcePenguin Publishing Group,English,,
The Alienist,$10.70 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Historical","Carr, Caleb",498,Random House Inc,English,8.00 x 6.00 x 1.25 Inches,
DANCE WITH DRAGONS,$20.80 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 2184 >  > in > Books > # > 155 >  > in > Books > Literature & Fiction > # > 19 >  > in > Books > Literature & Fiction > Fantasy,"MARTIN, GEORGE R.R.",1040,Random House Inc,English,6.40 x 9.50 x 2.00 Inches,4.7407
Gun Games,$7.35 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Kellerman, Faye",467,HarperCollins,English,7.50 x 4.25 x 1.25 Inches,
