Name,Sale Price,Category,Author,Pages,Publisher,Language,Dimensions,Rating
"20,000 Leagues Under the Sea",$5.99 ,Books > Literature & Fiction > Fiction > Classics,"Verne, Jules",437,Bantam Classic &amp; Loveswept,English,7.00 x 4.25 x 1.00 Inches,
JUEGO DE TRONOS,$14.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"MARTIN, GEORGE R. R.",800,Random House Spanish,Spanish,6.75 x 4.50 x 1.25 Inches,
Final Appeal,$7.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","Scottoline, Lisa",352,HarperCollins,English,6.50 x 4.25 x 0.75 Inches,
Still Waters,$7.19 ,Books > Literature & Fiction > Fiction > Romance > General > Best seller ranking: > # > 12651 >  > in > Books > # > 122 >  > in > Books > Mystery & Suspense > # > 48 >  > in > Books > Mystery & Suspense > Thrillers,"Hoag, Tami",480,Random House,English,7.00 x 4.25 x 1.00 Inches,
Halo: Evolutions Volume II : Essential Tales of the Halo Universe,$6.59 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Goff, JonathanVan Lente, FredVanDermeer, JeffKum, TessaMcLees, Robt",368,Tom Doherty AssociatesTor Books,English,175.26 x 100.84 x 23.88 Millimeters,4
A Once Crowded Sky,$14.77 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Tom King,336,Touchstone,English,9.12 x 155.57 x 22.86 Inches (US),
Beginnings,$9.19 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,David Weber,544,Baen,English,6.75 x 4.19 x 1.20 Inches (US),
ENDERS GAME,$6.09 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military > Best seller ranking: > # > 5118 >  > in > Books > # > 421 >  > in > Books > Literature & Fiction > # > 27 >  > in > Books > Literature & Fiction > Science Fiction,"CARD, ORSON SCOTT",352,Tor Books,English,7.00 x 4.25 x 1.00 Inches,3.9655
Lords of the Bow,$4.99 ,Books > Literature & Fiction > Fiction > Historical,"Iggulden, Conn",465,Harper Collins,,7.78 x 5.02 x 1.26 Inches,
The Seventh Sun,$6.74 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Technological",Kent Lester,512,Tom Doherty AssociatesForge Books,English,6.75 x 104.78 x 31.75 Inches (US),
When Somebody Loves You Back,$6.99 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Morrison, Mary B.",352,Kensington Pub Corp,English,6.50 x 4.00 x 1.00 Inches,
Sliver of Truth,$7.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","Unger, Lisa",431,Random House,English,7.00 x 4.25 x 1.25 Inches,
The Eyes of the Dragon,$13.89 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Stephen King,384,Gallery Books,English,209.55 x 134.94 x 1.00 Inches,
Misadventures on the Night Shift,$9.33 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Rowe, Lauren",243,Ingram Pub Services,English,8.00 x 5.50 x 0.75 Inches,
The Lost Woman,$11.61 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Sara Blaedel,352,Grand Central Publishing,English,8.00 x 5.25 x 1.00 Inches (US),
Sacred Stone: Oregon Files #2 (The Oregon Files) (Paperback),$15.19 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","Cussler, Clive",,Penguin Books Ltd,,,
Remains of Innocence,$6.98 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural > Best seller ranking: > # > 35344 >  > in > Books > # > 447 >  > in > Books > Mystery & Suspense > # > 13 >  > in > Books > Mystery & Suspense > Police Procedural","Jance, Judith A.",512,HarperCollins,English,8.00 x 4.00 x 1.25 Inches,
Heir to the Jedi,$9.69 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure > Best seller ranking: > # > 13273 >  > in > Books > # > 663 >  > in > Books > ARCHIVE > # > 63 >  > in > Books > ARCHIVE > Literature & Fiction,"Hearne, Kevin",309,Random House,English,6.00 x 4.00 x 1.00 Inches,
The Gathering Storm,$15.48 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Robert JordanBrandon Sanderson,784,Tom Doherty AssociatesTor Books,English,9.33 x 155.96 x 34.04 Inches (US),
Shoeless Joe,$12.00 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,W. P. Kinsella,272,Houghton Mifflin HarcourtMariner Books,English,8.25 x 139.70 x 18.85 Inches (US),
The Heart Collector,$21.77 ,Books > Literature & Fiction > Fiction > Romance > Erotica > General,"Harris, K. Sean",523,"LMH Publishing, Limited",,,
Something Wicked This Way Comes,$10.62 ,Books > Literature & Fiction > Fiction > Classics,"Bradbury, Ray",293,Harpercollins,English,5.25 x 7.00 x 1.50 Inches,
The Silent Corner,$20.91 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,"Koontz, Dean R.",452,Random House Inc,English,9.50 x 6.50 x 1.50 Inches,
Inside Moves,$17.52 ,Books > Literature & Fiction > Fiction > Sports,"Walton, ToddAlexie, Sherman",180,Pharos Editions,English,5.57 x 0.64 x 8.22 Inches,
Doctor Who: The Vault: Treasures from the First 50 Years,$25.49 ,"Books > Literature & Fiction > Fiction > Media Tie-Ins > Best seller ranking: > # > 13088 >  > in > Books > # > 531 >  > in > Books > Art, Music & Photography > # > 35 >  > in > Books > Art, Music & Photography > Performing Arts","Hearn, Marcus",320,Harper Design Intl,English,10.00 x 11.25 x 1.20 Inches,4
Turn Coat,$7.49 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,Jim Butcher,576,RocPenguin Publishing Group,English,7.50 x 4.25 x 1.19 Inches (US),5
Stranger in a Strange Land,$8.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Alien Contact,Robert A. Heinlein,448,AcePenguin Publishing Group,English,6.88 x 4.13 x 1.13 Inches (US),
Vanish,$8.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Gerritsen, Tess",441,Random House,English,6.00 x 4.00 x 1.00 Inches,
Running With the Demon,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,"Brooks, Terry",434,Random House,English,6.75 x 4.25 x 1.25 Inches,
Dark Places,$9.49 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 1010 >  > in > Books > # > 61 >  > in > Books > Literature & Fiction > # > 5 >  > in > Books > Literature & Fiction > Literary","Flynn, Gillian",349,Random House Inc,English,8.50 x 5.25 x 0.75 Inches,5
Cross the Line,$16.82 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",James Patterson,400,"Little, Brown and Company",English,9.50 x 6.50 x 1.50 Inches (US),4
Hunted,$4.70 ,Books > Literature & Fiction > Fiction > Romance > Suspense,"Eden, Cynthia",250,Harlequin Books,English,7.00 x 4.00 x 0.50 Inches,
Heat Wave,$7.57 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 5425 >  > in > Books > # > 449 >  > in > Books > Literature & Fiction > # > 64 >  > in > Books > Literature & Fiction > Mystery & Suspense",Richard Castle,368,Kingswell,English,7.50 x 4.25 x 1.00 Inches (US),4.6667
Homicide in Hardcover : A Bibliophile Mystery,$7.70 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy",Kate Carlisle,304,BerkleyPenguin Publishing Group,English,,
The Halfling's Gem,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Salvatore, R. A.",378,Wizards of the Coast,English,6.75 x 4.00 x 1.25 Inches,
Looking for Mr. Good Witch,$7.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Joyce and Jim Lavene,304,BerkleyPenguin Publishing Group,English,,
Golden Son,$15.89 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Brown, Pierce",442,Random House Inc,English,9.50 x 6.50 x 1.50 Inches,
BRAVE NEW WORLD,$12.99 ,Books > Literature & Fiction > Fiction > Political > Best seller ranking: > # > 1551 >  > in > Books > # > 100 >  > in > Books > Literature & Fiction > # > 6 >  > in > Books > Literature & Fiction > Classics,"HUXLEY, ALDOUS",288,Harpercollins,English,5.50 x 8.00 x 0.75 Inches,4
I Am Pilgrim,$14.00 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General","Hayes, Terry",831,Christian Large Print,English,6.00 x 9.00 x 1.75 Inches,
The Ghost and the Bogus Bestseller,$5.40 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Coyle, Cleo",,Berkley Pub Group,English,2.00 x 10.00 x 8.00 Inches,
The Sword of Midras,$3.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Tracy HickmanRichard Garriott,336,Tom Doherty AssociatesTor Books,English,217.93 x 145.80 x 1.20 Millimeters,
The Dark Horse : A Longmire Mystery,$13.18 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural > Best seller ranking: > # > 8150 >  > in > Books > # > 734 >  > in > Books > Literature & Fiction > # > 107 >  > in > Books > Literature & Fiction > Mystery & Suspense",Craig Johnson,368,Penguin BooksPenguin Publishing Group,English,,
Different Seasons,$12.39 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Stephen King,608,Scribner,English,8.38 x 139.70 x 1.40 Inches (US),
Melt,$13.18 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Hardt, Helen",282,Waterhouse Press,English,5.25 x 8.25 x 1.00 Inches,
Perdido Street Station,$15.82 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Mieville, China",710,Random House Inc,English,6.25 x 9.25 x 1.25 Inches,
City of Endless Night,$21.62 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Douglas PrestonLincoln Child,368,Grand Central Publishing,English,9.38 x 6.50 x 1.25 Inches (US),
Flame of Sevenwaters,$7.19 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Marillier, Juliet",432,Berkley Pub Group,English,6.75 x 4.25 x 1.25 Inches,
The Silmarillion (Hardcover),$65.33 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Tolkien, J. R. R.",368,Harper Collins,,,
Dark Matter,$13.93 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General","Crouch, Blake",515,Christian Large Print,English,9.00 x 6.00 x 1.00 Inches,
Shadow Fall,$3.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,Seressia Glass,384,Gallery Books,English,203.20 x 127.00 x 1.10 Millimeters,
"KRAKEN PROJECT, THE",$6.73 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General","PRESTON, DOUGLAS",416,Tor Books,English,7.75 x 4.25 x 1.25 Inches,
The Silmarillion,$20.80 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Tolkien, J. R. R.",365,Houghton Mifflin Harcourt,English,8.25 x 5.50 x 1.25 Inches,5
ORC KING,$7.79 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"SALVATORE, R.A.",416,Wizards of the Coast,English,7.00 x 4.00 x 1.00 Inches,
LUKE'S CUT,$4.02 ,Books > Literature & Fiction > Fiction > Romance > Western,"MCCARTY, SARAH",384,Harlequin Books,English,4.19 x 6.63 x 0.94 Inches,
Captain Vorpatril's Alliance,$9.54 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Lois McMaster Bujold,608,Baen,English,6.75 x 4.19 x 1.30 Inches (US),
The Innocent,$9.14 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","COBEN, HARLAN",528,Penguin Group USA,English,7.75 x 4.50 x 1.50 Inches,
Kris Longknife: Bold,$7.19 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,Mike Shepherd,400,AcePenguin Publishing Group,English,6.75 x 4.15 x 1.07 Inches (US),
Three Sign of Seven Trilogy,$18.46 ,Books > Literature & Fiction > Fiction > Romance > Suspense > Best seller ranking: > # > 5470 >  > in > Books > # > 81 >  > in > Books > Romance > # > 2 >  > in > Books > Romance > Fantasy,"Roberts, Nora",1,Berkley Pub Group,English,7.00 x 4.25 x 2.75 Inches,5
The Exile,$3.89 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",James Patterson,144,"BookShotsLittle, Brown and Company",English,,
Swamp Sniper,$11.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","DeLeon, Jana",266,Jana Deleon,English,5.25 x 0.56 x 8.00 Inches,
Illusion Town,$5.98 ,Books > Literature & Fiction > Fiction > Romance > Paranormal,Jayne Castle,352,BerkleyPenguin Publishing Group,English,,5
Unfinished Tales,$5.75 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Tolkien, J. R. R.",512,Random House,English,7.00 x 4.25 x 1.00 Inches,5
Brother Odd,$9.10 ,Books > Literature & Fiction > Fiction > Horror > Best seller ranking: > # > 5026 >  > in > Books > # > 32 >  > in > Books > Mystery & Suspense > # > 17 >  > in > Books > Mystery & Suspense > Thrillers,"Koontz, Dean R.",449,Random House,English,7.50 x 4.50 x 1.25 Inches,5
March of War,$8.61 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Coles, Bennett R.",336,Random House Inc,English,8.00 x 5.00 x 1.00 Inches,
THIS WAS A MAN,$6.98 ,Books > Literature & Fiction > Fiction > Sagas,Jeffrey Archer,560,St. Martin's PressSt. Martin's Paperbacks,English,7.50 x 105.92 x 1.20 Inches (US),
Dragonflight,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"McCaffrey, Anne",320,Random House,English,6.75 x 4.25 x 1.00 Inches,
Born of Vengeance: The League: Nemesis Rising,$12.99 ,Books > Literature & Fiction > Fiction > Romance > Fantasy,"Berman, FredKenyon, Sherrilyn",0,St Martins Pr,,5.25 x 6.00 x 1.00 Inches,
Frankenstein,$4.95 ,Books > Literature & Fiction > Fiction > Horror,Mary Shelley,352,Simon &amp; Schuster,English,6.75 x 4.19 x 25.40 Inches (US),
The Most Dangerous Game,$15.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Espionage","Lyall, Gavin",264,Bloomsbury USA Academic,,6.25 x 9.25 x 0.50 Inches,
Hexed,$7.27 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,"Hearne, Kevin",307,Random House,English,7.00 x 4.25 x 1.00 Inches,
A Piece of the World,$14.88 ,Books > Literature & Fiction > Fiction > Historical,"Kline, Christina Baker",309,HarperCollins,English,9.25 x 6.50 x 1.00 Inches,
SIGHT UNSEEN,$7.98 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Private Investigators",Roy JohansenIris Johansen,368,St. Martin's PressSt. Martin's Paperbacks,English,172.47 x 4.18 x 0.96 Millimeters,
Swords and Scoundrels,$13.75 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Julia Knight,400,Orbit,English,8.25 x 5.50 x 1.10 Inches (US),
Midnight in Death/Interlude in Death (Paperback),$15.36 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Robb, J. D.",,"Little, Brown Book Group",,,
The One Man,$6.98 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Historical",Andrew Gross,496,St. Martin's PressSt. Martin's Paperbacks,English,7.48 x 105.41 x 26.54 Inches (US),
Naked in Death,$7.99 ,Books > Literature & Fiction > Fiction > Romance > Suspense > Best seller ranking: > # > 14780 >  > in > Books > # > 151 >  > in > Books > Mystery & Suspense > # > 17 >  > in > Books > Mystery & Suspense > General,J. D. Robb,320,BerkleyPenguin Publishing Group,English,,5
Kushiel's Chosen,$3.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical,Jacqueline Carey,496,Tom Doherty AssociatesTor Books,English,9.33 x 6.86 x 34.04 Inches (US),
The Measure of the Magic,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Brooks, Terry",467,Random House,English,7.25 x 4.75 x 1.00 Inches,
SW: AFTERMATH,$18.88 ,"Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera > Best seller ranking: > # > 1180 >  > in > Books > # > 65 >  > in > Books > Art, Music & Photography > # > 1 >  > in > Books > Art, Music & Photography > Performing Arts","WENDIG, CHUCK",400,Random House Inc,English,6.50 x 9.50 x 1.25 Inches,
Needled to Death,$7.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy",Maggie Sefton,256,BerkleyPenguin Publishing Group,English,,
LAST SEEN,$9.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Psychological","MOFINA, RICK",544,,,,
Cobra Traitor,$13.59 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,Timothy  Zahn,416,Baen,English,9.25 x 155.57 x 1.10 Inches (US),
The Dolls,$4.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Technological",James Patterson,144,"BookShotsLittle, Brown and Company",English,,
Mudbound,$13.99 ,Books > Literature & Fiction > Fiction > Historical,Hillary Jordan,336,Algonquin Books,English,8.25 x 5.56 x 1.13 Inches (US),
The Marco Effect : A Department Q Novel,$13.38 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural",Jussi Adler-Olsen,512,DuttonPenguin Publishing Group,English,8.00 x 5.30 x 1.10 Inches (US),
"DA VINCI CODE, THE",$8.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 6669 >  > in > Books > # > 583 >  > in > Books > Literature & Fiction > # > 92 >  > in > Books > Literature & Fiction > Mystery & Suspense","BROWN, DAN",624,Random House,English,7.50 x 4.25 x 1.50 Inches,5
DOCTOR SLEEP,$6.11 ,Books > Literature & Fiction > Fiction > Horror,Stephen King,672,Pocket Books,English,190.50 x 104.78 x 1.40 Millimeters,5
"DARKEST WINTER, THE",$4.78 ,Books > Literature & Fiction > Fiction > Westerns,"JOHNSTONE, WILLIAM W.",304,Kensington Pub Corp,English,6.75 x 4.25 x 1.00 Inches,
Mythmaker,$7.19 ,Books > Literature & Fiction > Fiction > Media Tie-Ins,"Waggoner, Tim",302,Random House,English,6.75 x 4.25 x 0.75 Inches,
Altered Carbon,$12.98 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Hard Science Fiction,"Morgan, Richard K.",375,Random House Inc,English,9.50 x 6.00 x 0.75 Inches,
Night Angel,$17.54 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Brent Weeks,1264,Orbit,English,9.25 x 6.00 x 2.00 Inches (US),
The Picture of Dorian Gray,$8.00 ,Books > Literature & Fiction > Fiction > Classics,"Wilde, Oscar",254,Random House Inc,English,4.75 x 7.75 x 0.50 Inches,
Parasite,$13.83 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Mira Grant,544,Orbit,English,8.25 x 5.50 x 1.32 Inches (US),
Red Mist : Scarpetta (Book 19),$6.91 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",Patricia Cornwell,544,BerkleyPenguin Publishing Group,English,7.56 x 4.25 x 1.19 Inches (US),5
TO KILL A MOCKINGBIRD,$8.99 ,Books > Literature & Fiction > Fiction > Literary > Best seller ranking: > # > 1559 >  > in > Books > # > 101 >  > in > Books > Literature & Fiction > # > 7 >  > in > Books > Literature & Fiction > Classics,"LEE, HARPER",336,Harpercollins,English,5.25 x 8.25 x 1.00 Inches,5
Murder of Crows,$8.73 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy,Anne Bishop,448,RocPenguin Publishing Group,English,6.77 x 4.20 x 1.13 Inches (US),
Walkabout,$11.47 ,Books > Literature & Fiction > Fiction > Literary,"Siegel, LeeMarshall, James Vance",124,Random House Inc,English,5.00 x 8.25 x 0.50 Inches,
My Everything: A Beaumont Series Novella,$5.38 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,"McLaughlin, Heidi",88,Heidi McLaughlin,English,6.00 x 0.18 x 9.00 Inches,
Halo,$4.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Greg Bear,384,Tom Doherty AssociatesTor Books,English,8.25 x 5.53 x 24.64 Inches (US),
The Wrong Side of Goodbye,$22.94 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Michael Connelly,,Hachette Audio,English,5.75 x 5.25 x 1.50 Inches (US),
Origins,$9.40 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Jamie Sawyer,464,Orbit,English,7.50 x 4.00 x 1.25 Inches (US),
Worldbinder,$7.97 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,David Farland,384,Tom Doherty AssociatesTor Fantasy,English,173.23 x 105.16 x 1.02 Millimeters,
The Sunday Philosophy Club,$13.97 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","McCall Smith, Alexander",247,Random House Inc,English,5.50 x 8.00 x 0.75 Inches,
A Dance With Dragons,$15.18 ,Books > Literature & Fiction > Fiction > Action & Adventure,"Martin, George R. R.",1033,Random House Inc,English,9.25 x 6.00 x 2.00 Inches,
Rough Country,$18.90 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",John Sandford,,Penguin AudioPenguin Random House Audio Publishing Group,English,,
Berserk 35,$12.26 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Miura, Kentaro",224,Random House Inc,English,7.25 x 5.00 x 0.75 Inches,
LIFE OF LIES,$5.97 ,Books > Literature & Fiction > Fiction > Romance > Suspense,"SALA, SHARON",384,Harlequin Books,English,6.50 x 4.00 x 1.25 Inches,
OUR SOULS AT NIGHT,$10.20 ,Books > Literature & Fiction > Fiction > Literary,"HARUF, KENT",192,Random House Inc,,5.25 x 8.00 x 0.25 Inches,
The Wishsong of Shannara,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Brooks, Terry",512,Random House,English,6.75 x 4.00 x 1.25 Inches,
El Caballero De La Armadura Oxidada / the Knight in Rusty Armor,$10.47 ,Books > Literature & Fiction > Fiction > General > Best seller ranking: > # > 82979 >  > in > Books > # > 116 >  > in > Books > Libros en Espanol > # > 12 >  > in > Books > Libros en Espanol > Literatura y Ficcion,"Diniz, MarioFisher, RobertD'ornellas Radziwill, Veronica",112,Spanish Pubs Llc,Spanish,5.25 x 8.00 x 0.25 Inches,
Artemis,$16.63 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Weir, Andy",305,Random House Inc,English,9.50 x 6.25 x 1.25 Inches,
Executive Orders,$8.38 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","Clancy, Tom",1376,Berkley Pub Group,English,7.00 x 4.25 x 2.25 Inches,
The Wrong Side of Goodbye,$13.25 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Michael Connelly,448,Grand Central Publishing,English,8.00 x 5.25 x 1.25 Inches (US),
The Lies of Locke Lamora,$8.09 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Lynch, Scott",722,Random House,English,6.90 x 4.25 x 1.10 Inches,3
Killing Game,$8.96 ,Books > Literature & Fiction > Fiction > Media Tie-Ins,Max Allan Collins,272,Pocket Star,English,6.75 x 4.19 x 25.40 Inches (US),5
14TH DEADLY SIN,$6.72 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",James PattersonMaxine Paetro,336,VisionGrand Central Publishing,English,,5
Dune,$20.40 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Frank Herbert,720,Penguin ClassicsPenguin Publishing Group,English,8.56 x 5.81 x 2.06 Inches (US),
Grim Tides,$13.95 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,"Pratt, T. A.",224,Merry Blacksmith Press,English,6.00 x 0.47 x 9.00 Inches,
The First Heretic,$9.10 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,Aaron Dembski-Bowden,512,Games Workshop,English,6.75 x 4.19 x 1.40 Inches (US),
The Necronomicon: The Best Weird Tales of H.p. Lovecraft,$25.31 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,H.P. Lovecraft,896,Orion Publishing GroupGollancz,English,9.25 x 6.25 x 2.00 Inches (US),5
STAR TREK: DISCOVERY: DESPERATE HOURS,$12.39 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,David Mack,384,Pocket Books/Star Trek,English,8.25 x 5.31 x 25.40 Inches (US),
Two Good Dogs,$6.49 ,Books > Literature & Fiction > Fiction > Contemporary Women,"Wilson, Susan",342,St Martins Pr,English,8.50 x 6.00 x 1.00 Inches,
Mash,$9.33 ,Books > Literature & Fiction > Fiction > War & Military,"Hooker, Richard",219,Harpercollins,English,5.50 x 9.00 x 0.50 Inches,
"GIRL WHO PLAYED WITH FIRE, THE",$15.95 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > International Mystery & Crime","LARSSON, STIEG",656,Random House Inc,English,5.25 x 8.25 x 1.25 Inches,
Debt of Honor,$8.97 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Political","Clancy, Tom",990,Berkley Pub Group,English,6.75 x 4.25 x 1.50 Inches,
Easy Prey,$8.86 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",John Sandford,512,Penguin Publishing GroupG.P. Putnam's Sons,English,7.53 x 4.25 x 1.12 Inches (US),
